time,I_bus_1,I_bus_2,I_bus_3
0.2654,0.048294,-0.069059,0.0013187
0.2655,0.048247,-0.068991,0.0013175
0.2656,0.048199,-0.068923,0.0013163
0.2657,0.048151,-0.068855,0.0013152
0.2658,0.048104,-0.068787,0.001314
0.2659,0.048056,-0.068719,0.0013128
0.266,0.048009,-0.068651,0.0013117
0.2661,0.047961,-0.068583,0.0013105
0.2662,0.047914,-0.068515,0.0013094
0.2663,0.047866,-0.068448,0.0013082
0.2664,0.047819,-0.06838,0.0013071
0.2665,0.047772,-0.068313,0.0013059
0.2666,0.047724,-0.068245,0.0013047
0.2667,0.047677,-0.068178,0.0013036
0.2668,0.04763,-0.068111,0.0013024
0.2669,0.047583,-0.068043,0.0013013
0.267,0.047536,-0.067976,0.0013001
0.2671,0.047489,-0.067909,0.001299
0.2672,0.047442,-0.067842,0.0012978
0.2673,0.047395,-0.067775,0.0012967
0.2674,0.047348,-0.067708,0.0012955
0.2675,0.047301,-0.067641,0.0012944
0.2676,0.047254,-0.067575,0.0012932
0.2677,0.047208,-0.067508,0.0012921
0.2678,0.047161,-0.067441,0.001291
0.2679,0.047114,-0.067375,0.0012898
0.268,0.047068,-0.067308,0.0012887
0.2681,0.047021,-0.067242,0.0012875
0.2682,0.046975,-0.067175,0.0012864
0.2683,0.046928,-0.067109,0.0012852
0.2684,0.046882,-0.067043,0.0012841
0.2685,0.046835,-0.066977,0.001283
0.2686,0.046789,-0.06691,0.0012818
0.2687,0.046743,-0.066844,0.0012807
0.2688,0.046697,-0.066778,0.0012796
0.2689,0.04665,-0.066712,0.0012784
0.269,0.046604,-0.066647,0.0012773
0.2691,0.046558,-0.066581,0.0012762
0.2692,0.046512,-0.066515,0.001275
0.2693,0.046466,-0.066449,0.0012739
0.2694,0.04642,-0.066384,0.0012728
0.2695,0.046374,-0.066318,0.0012716
0.2696,0.046328,-0.066253,0.0012705
0.2697,0.046283,-0.066187,0.0012694
0.2698,0.046237,-0.066122,0.0012683
0.2699,0.046191,-0.066057,0.0012671
0.27,0.046145,-0.065992,0.001266
0.2701,0.0461,-0.065926,0.0012649
0.2702,0.046054,-0.065861,0.0012638
0.2703,0.046009,-0.065796,0.0012626
0.2704,0.045963,-0.065731,0.0012615
0.2705,0.045918,-0.065666,0.0012604
0.2706,0.045872,-0.065602,0.0012593
0.2707,0.045827,-0.065537,0.0012582
0.2708,0.045781,-0.065472,0.001257
0.2709,0.045736,-0.065408,0.0012559
0.271,0.045691,-0.065343,0.0012548
0.2711,0.045646,-0.065278,0.0012537
0.2712,0.045601,-0.065214,0.0012526
0.2713,0.045556,-0.06515,0.0012515
0.2714,0.04551,-0.065085,0.0012503
0.2715,0.045465,-0.065021,0.0012492
0.2716,0.04542,-0.064957,0.0012481
0.2717,0.045376,-0.064893,0.001247
0.2718,0.045331,-0.064829,0.0012459
0.2719,0.045286,-0.064765,0.0012448
0.272,0.045241,-0.064701,0.0012437
0.2721,0.045196,-0.064637,0.0012426
0.2722,0.045152,-0.064573,0.0012415
0.2723,0.045107,-0.064509,0.0012404
0.2724,0.045062,-0.064446,0.0012393
0.2725,0.045018,-0.064382,0.0012382
0.2726,0.044973,-0.064318,0.0012371
0.2727,0.044929,-0.064255,0.001236
0.2728,0.044884,-0.064192,0.0012348
0.2729,0.04484,-0.064128,0.0012337
0.273,0.044796,-0.064065,0.0012326
0.2731,0.044751,-0.064002,0.0012316
0.2732,0.044707,-0.063938,0.0012305
0.2733,0.044663,-0.063875,0.0012294
0.2734,0.044619,-0.063812,0.0012283
0.2735,0.044575,-0.063749,0.0012272
0.2736,0.04453,-0.063686,0.0012261
0.2737,0.044486,-0.063623,0.001225
0.2738,0.044442,-0.063561,0.0012239
0.2739,0.044398,-0.063498,0.0012228
0.274,0.044355,-0.063435,0.0012217
0.2741,0.044311,-0.063373,0.0012206
0.2742,0.044267,-0.06331,0.0012195
0.2743,0.044223,-0.063247,0.0012184
0.2744,0.044179,-0.063185,0.0012173
0.2745,0.044136,-0.063123,0.0012163
0.2746,0.044092,-0.06306,0.0012152
0.2747,0.044048,-0.062998,0.0012141
0.2748,0.044005,-0.062936,0.001213
0.2749,0.043961,-0.062874,0.0012119
0.275,0.043918,-0.062812,0.0012108
0.2751,0.043874,-0.06275,0.0012098
0.2752,0.043831,-0.062688,0.0012087
0.2753,0.043788,-0.062626,0.0012076
0.2754,0.043744,-0.062564,0.0012065
0.2755,0.043701,-0.062502,0.0012054
0.2756,0.043658,-0.06244,0.0012044
0.2757,0.043615,-0.062379,0.0012033
0.2758,0.043571,-0.062317,0.0012022
0.2759,0.043528,-0.062256,0.0012011
0.276,0.043485,-0.062194,0.0012001
0.2761,0.043442,-0.062133,0.001199
0.2762,0.043399,-0.062072,0.0011979
0.2763,0.043356,-0.06201,0.0011968
0.2764,0.043314,-0.061949,0.0011958
0.2765,0.043271,-0.061888,0.0011947
0.2766,0.043228,-0.061827,0.0011936
0.2767,0.043185,-0.061766,0.0011926
0.2768,0.043142,-0.061705,0.0011915
0.2769,0.0431,-0.061644,0.0011904
0.277,0.043057,-0.061583,0.0011894
0.2771,0.043015,-0.061522,0.0011883
0.2772,0.042972,-0.061461,0.0011872
0.2773,0.04293,-0.061401,0.0011862
0.2774,0.042887,-0.06134,0.0011851
0.2775,0.042845,-0.06128,0.001184
0.2776,0.042802,-0.061219,0.001183
0.2777,0.04276,-0.061159,0.0011819
0.2778,0.042718,-0.061098,0.0011809
0.2779,0.042675,-0.061038,0.0011798
0.278,0.042633,-0.060978,0.0011788
0.2781,0.042591,-0.060917,0.0011777
0.2782,0.042549,-0.060857,0.0011766
0.2783,0.042507,-0.060797,0.0011756
0.2784,0.042465,-0.060737,0.0011745
0.2785,0.042423,-0.060677,0.0011735
0.2786,0.042381,-0.060617,0.0011724
0.2787,0.042339,-0.060557,0.0011714
0.2788,0.042297,-0.060498,0.0011703
0.2789,0.042255,-0.060438,0.0011693
0.279,0.042213,-0.060378,0.0011682
0.2791,0.042172,-0.060319,0.0011672
0.2792,0.04213,-0.060259,0.0011661
0.2793,0.042088,-0.0602,0.0011651
0.2794,0.042047,-0.06014,0.001164
0.2795,0.042005,-0.060081,0.001163
0.2796,0.041964,-0.060021,0.0011619
0.2797,0.041922,-0.059962,0.0011609
0.2798,0.041881,-0.059903,0.0011599
0.2799,0.041839,-0.059844,0.0011588
0.28,0.041798,-0.059785,0.0011578
0.2801,0.041756,-0.059726,0.0011567
0.2802,0.041715,-0.059667,0.0011557
0.2803,0.041674,-0.059608,0.0011547
0.2804,0.041633,-0.059549,0.0011536
0.2805,0.041591,-0.05949,0.0011526
0.2806,0.04155,-0.059431,0.0011515
0.2807,0.041509,-0.059373,0.0011505
0.2808,0.041468,-0.059314,0.0011495
0.2809,0.041427,-0.059256,0.0011484
0.281,0.041386,-0.059197,0.0011474
0.2811,0.041345,-0.059139,0.0011464
0.2812,0.041304,-0.05908,0.0011454
0.2813,0.041264,-0.059022,0.0011443
0.2814,0.041223,-0.058964,0.0011433
0.2815,0.041182,-0.058905,0.0011423
0.2816,0.041141,-0.058847,0.0011412
0.2817,0.041101,-0.058789,0.0011402
0.2818,0.04106,-0.058731,0.0011392
0.2819,0.041019,-0.058673,0.0011382
0.282,0.040979,-0.058615,0.0011371
0.2821,0.040938,-0.058557,0.0011361
0.2822,0.040898,-0.0585,0.0011351
0.2823,0.040857,-0.058442,0.0011341
0.2824,0.040817,-0.058384,0.001133
0.2825,0.040776,-0.058326,0.001132
0.2826,0.040736,-0.058269,0.001131
0.2827,0.040696,-0.058211,0.00113
0.2828,0.040656,-0.058154,0.001129
0.2829,0.040615,-0.058096,0.0011279
0.283,0.040575,-0.058039,0.0011269
0.2831,0.040535,-0.057982,0.0011259
0.2832,0.040495,-0.057924,0.0011249
0.2833,0.040455,-0.057867,0.0011239
0.2834,0.040415,-0.05781,0.0011229
0.2835,0.040375,-0.057753,0.0011219
0.2836,0.040335,-0.057696,0.0011208
0.2837,0.040295,-0.057639,0.0011198
0.2838,0.040255,-0.057582,0.0011188
0.2839,0.040215,-0.057525,0.0011178
0.284,0.040176,-0.057468,0.0011168
0.2841,0.040136,-0.057412,0.0011158
0.2842,0.040096,-0.057355,0.0011148
0.2843,0.040057,-0.057298,0.0011138
0.2844,0.040017,-0.057242,0.0011128
0.2845,0.039977,-0.057185,0.0011118
0.2846,0.039938,-0.057129,0.0011108
0.2847,0.039898,-0.057072,0.0011098
0.2848,0.039859,-0.057016,0.0011088
0.2849,0.03982,-0.05696,0.0011078
0.285,0.03978,-0.056904,0.0011068
0.2851,0.039741,-0.056847,0.0011058
0.2852,0.039702,-0.056791,0.0011048
0.2853,0.039662,-0.056735,0.0011038
0.2854,0.039623,-0.056679,0.0011028
0.2855,0.039584,-0.056623,0.0011018
0.2856,0.039545,-0.056567,0.0011008
0.2857,0.039506,-0.056511,0.0010998
0.2858,0.039466,-0.056456,0.0010988
0.2859,0.039427,-0.0564,0.0010978
0.286,0.039388,-0.056344,0.0010968
0.2861,0.03935,-0.056289,0.0010958
0.2862,0.039311,-0.056233,0.0010948
0.2863,0.039272,-0.056177,0.0010938
0.2864,0.039233,-0.056122,0.0010929
0.2865,0.039194,-0.056067,0.0010919
0.2866,0.039155,-0.056011,0.0010909
0.2867,0.039117,-0.055956,0.0010899
0.2868,0.039078,-0.055901,0.0010889
0.2869,0.039039,-0.055845,0.0010879
0.287,0.039001,-0.05579,0.0010869
0.2871,0.038962,-0.055735,0.0010859
0.2872,0.038924,-0.05568,0.001085
0.2873,0.038885,-0.055625,0.001084
0.2874,0.038847,-0.05557,0.001083
0.2875,0.038808,-0.055515,0.001082
0.2876,0.03877,-0.055461,0.001081
0.2877,0.038731,-0.055406,0.0010801
0.2878,0.038693,-0.055351,0.0010791
0.2879,0.038655,-0.055296,0.0010781
0.288,0.038617,-0.055242,0.0010771
0.2881,0.038578,-0.055187,0.0010762
0.2882,0.03854,-0.055133,0.0010752
0.2883,0.038502,-0.055078,0.0010742
0.2884,0.038464,-0.055024,0.0010732
0.2885,0.038426,-0.05497,0.0010723
0.2886,0.038388,-0.054915,0.0010713
0.2887,0.03835,-0.054861,0.0010703
0.2888,0.038312,-0.054807,0.0010694
0.2889,0.038274,-0.054753,0.0010684
0.289,0.038236,-0.054699,0.0010674
0.2891,0.038199,-0.054645,0.0010664
0.2892,0.038161,-0.054591,0.0010655
0.2893,0.038123,-0.054537,0.0010645
0.2894,0.038085,-0.054483,0.0010635
0.2895,0.038048,-0.054429,0.0010626
0.2896,0.03801,-0.054376,0.0010616
0.2897,0.037973,-0.054322,0.0010607
0.2898,0.037935,-0.054268,0.0010597
0.2899,0.037897,-0.054215,0.0010587
0.29,0.03786,-0.054161,0.0010578
0.2901,0.037823,-0.054108,0.0010568
0.2902,0.037785,-0.054054,0.0010559
0.2903,0.037748,-0.054001,0.0010549
0.2904,0.03771,-0.053947,0.0010539
0.2905,0.037673,-0.053894,0.001053
0.2906,0.037636,-0.053841,0.001052
0.2907,0.037599,-0.053788,0.0010511
0.2908,0.037561,-0.053735,0.0010501
0.2909,0.037524,-0.053682,0.0010492
0.291,0.037487,-0.053629,0.0010482
0.2911,0.03745,-0.053576,0.0010473
0.2912,0.037413,-0.053523,0.0010463
0.2913,0.037376,-0.05347,0.0010454
0.2914,0.037339,-0.053417,0.0010444
0.2915,0.037302,-0.053364,0.0010435
0.2916,0.037265,-0.053312,0.0010425
0.2917,0.037228,-0.053259,0.0010416
0.2918,0.037192,-0.053206,0.0010406
0.2919,0.037155,-0.053154,0.0010397
0.292,0.037118,-0.053101,0.0010387
0.2921,0.037081,-0.053049,0.0010378
0.2922,0.037045,-0.052997,0.0010368
0.2923,0.037008,-0.052944,0.0010359
0.2924,0.036971,-0.052892,0.0010349
0.2925,0.036935,-0.05284,0.001034
0.2926,0.036898,-0.052788,0.0010331
0.2927,0.036862,-0.052735,0.0010321
0.2928,0.036825,-0.052683,0.0010312
0.2929,0.036789,-0.052631,0.0010302
0.293,0.036753,-0.052579,0.0010293
0.2931,0.036716,-0.052527,0.0010284
0.2932,0.03668,-0.052476,0.0010274
0.2933,0.036644,-0.052424,0.0010265
0.2934,0.036607,-0.052372,0.0010256
0.2935,0.036571,-0.05232,0.0010246
0.2936,0.036535,-0.052269,0.0010237
0.2937,0.036499,-0.052217,0.0010228
0.2938,0.036463,-0.052165,0.0010218
0.2939,0.036427,-0.052114,0.0010209
0.294,0.036391,-0.052062,0.00102
0.2941,0.036355,-0.052011,0.001019
0.2942,0.036319,-0.05196,0.0010181
0.2943,0.036283,-0.051908,0.0010172
0.2944,0.036247,-0.051857,0.0010163
0.2945,0.036211,-0.051806,0.0010153
0.2946,0.036175,-0.051755,0.0010144
0.2947,0.03614,-0.051704,0.0010135
0.2948,0.036104,-0.051653,0.0010126
0.2949,0.036068,-0.051602,0.0010116
0.295,0.036032,-0.051551,0.0010107
0.2951,0.035997,-0.0515,0.0010098
0.2952,0.035961,-0.051449,0.0010089
0.2953,0.035926,-0.051398,0.001008
0.2954,0.03589,-0.051347,0.001007
0.2955,0.035855,-0.051297,0.0010061
0.2956,0.035819,-0.051246,0.0010052
0.2957,0.035784,-0.051195,0.0010043
0.2958,0.035748,-0.051145,0.0010034
0.2959,0.035713,-0.051094,0.0010025
0.296,0.035678,-0.051044,0.0010015
0.2961,0.035642,-0.050993,0.0010006
0.2962,0.035607,-0.050943,0.00099971
0.2963,0.035572,-0.050893,0.0009988
0.2964,0.035537,-0.050842,0.00099789
0.2965,0.035502,-0.050792,0.00099698
0.2966,0.035467,-0.050742,0.00099607
0.2967,0.035431,-0.050692,0.00099516
0.2968,0.035396,-0.050642,0.00099425
0.2969,0.035361,-0.050592,0.00099334
0.297,0.035326,-0.050542,0.00099243
0.2971,0.035291,-0.050492,0.00099153
0.2972,0.035257,-0.050442,0.00099062
0.2973,0.035222,-0.050392,0.00098971
0.2974,0.035187,-0.050343,0.00098881
0.2975,0.035152,-0.050293,0.00098791
0.2976,0.035117,-0.050243,0.000987
0.2977,0.035083,-0.050194,0.0009861
0.2978,0.035048,-0.050144,0.0009852
0.2979,0.035013,-0.050094,0.0009843
0.298,0.034979,-0.050045,0.0009834
0.2981,0.034944,-0.049996,0.0009825
0.2982,0.034909,-0.049946,0.0009816
0.2983,0.034875,-0.049897,0.00098071
0.2984,0.03484,-0.049848,0.00097981
0.2985,0.034806,-0.049798,0.00097891
0.2986,0.034772,-0.049749,0.00097802
0.2987,0.034737,-0.0497,0.00097712
0.2988,0.034703,-0.049651,0.00097623
0.2989,0.034669,-0.049602,0.00097534
0.299,0.034634,-0.049553,0.00097444
0.2991,0.0346,-0.049504,0.00097355
0.2992,0.034566,-0.049455,0.00097266
0.2993,0.034532,-0.049406,0.00097177
0.2994,0.034497,-0.049358,0.00097088
0.2995,0.034463,-0.049309,0.00096999
0.2996,0.034429,-0.04926,0.00096911
0.2997,0.034395,-0.049211,0.00096822
0.2998,0.034361,-0.049163,0.00096733
0.2999,0.034327,-0.049114,0.00096645
0.3,0.034293,-0.049066,0.00096556
0.3001,0.034259,-0.049017,0.00096468
0.3002,0.034225,-0.048969,0.00096379
0.3003,0.034192,-0.048921,0.00096291
0.3004,0.034158,-0.048872,0.00096203
0.3005,0.034124,-0.048824,0.00096115
0.3006,0.03409,-0.048776,0.00096027
0.3007,0.034057,-0.048728,0.00095939
0.3008,0.034023,-0.048679,0.00095851
0.3009,0.033989,-0.048631,0.00095763
0.301,0.033956,-0.048583,0.00095675
0.3011,0.033922,-0.048535,0.00095588
0.3012,0.033888,-0.048487,0.000955
0.3013,0.033855,-0.04844,0.00095413
0.3014,0.033821,-0.048392,0.00095325
0.3015,0.033788,-0.048344,0.00095238
0.3016,0.033755,-0.048296,0.0009515
0.3017,0.033721,-0.048249,0.00095063
0.3018,0.033688,-0.048201,0.00094976
0.3019,0.033655,-0.048153,0.00094889
0.302,0.033621,-0.048106,0.00094802
0.3021,0.033588,-0.048058,0.00094715
0.3022,0.033555,-0.048011,0.00094628
0.3023,0.033522,-0.047963,0.00094541
0.3024,0.033488,-0.047916,0.00094454
0.3025,0.033455,-0.047869,0.00094368
0.3026,0.033422,-0.047821,0.00094281
0.3027,0.033389,-0.047774,0.00094195
0.3028,0.033356,-0.047727,0.00094108
0.3029,0.033323,-0.04768,0.00094022
0.303,0.03329,-0.047633,0.00093935
0.3031,0.033257,-0.047586,0.00093849
0.3032,0.033224,-0.047539,0.00093763
0.3033,0.033192,-0.047492,0.00093677
0.3034,0.033159,-0.047445,0.00093591
0.3035,0.033126,-0.047398,0.00093505
0.3036,0.033093,-0.047351,0.00093419
0.3037,0.03306,-0.047304,0.00093333
0.3038,0.033028,-0.047258,0.00093248
0.3039,0.032995,-0.047211,0.00093162
0.304,0.032963,-0.047164,0.00093076
0.3041,0.03293,-0.047118,0.00092991
0.3042,0.032897,-0.047071,0.00092905
0.3043,0.032865,-0.047025,0.0009282
0.3044,0.032832,-0.046978,0.00092735
0.3045,0.0328,-0.046932,0.0009265
0.3046,0.032767,-0.046886,0.00092564
0.3047,0.032735,-0.046839,0.00092479
0.3048,0.032703,-0.046793,0.00092394
0.3049,0.03267,-0.046747,0.00092309
0.305,0.032638,-0.046701,0.00092224
0.3051,0.032606,-0.046655,0.0009214
0.3052,0.032573,-0.046608,0.00092055
0.3053,0.032541,-0.046562,0.0009197
0.3054,0.032509,-0.046516,0.00091886
0.3055,0.032477,-0.04647,0.00091801
0.3056,0.032445,-0.046425,0.00091717
0.3057,0.032413,-0.046379,0.00091632
0.3058,0.032381,-0.046333,0.00091548
0.3059,0.032349,-0.046287,0.00091464
0.306,0.032317,-0.046241,0.0009138
0.3061,0.032285,-0.046196,0.00091296
0.3062,0.032253,-0.04615,0.00091212
0.3063,0.032221,-0.046105,0.00091128
0.3064,0.032189,-0.046059,0.00091044
0.3065,0.032157,-0.046014,0.0009096
0.3066,0.032125,-0.045968,0.00090876
0.3067,0.032094,-0.045923,0.00090793
0.3068,0.032062,-0.045877,0.00090709
0.3069,0.03203,-0.045832,0.00090625
0.307,0.031998,-0.045787,0.00090542
0.3071,0.031967,-0.045742,0.00090459
0.3072,0.031935,-0.045696,0.00090375
0.3073,0.031904,-0.045651,0.00090292
0.3074,0.031872,-0.045606,0.00090209
0.3075,0.031841,-0.045561,0.00090126
0.3076,0.031809,-0.045516,0.00090043
0.3077,0.031778,-0.045471,0.0008996
0.3078,0.031746,-0.045426,0.00089877
0.3079,0.031715,-0.045381,0.00089794
0.308,0.031683,-0.045337,0.00089711
0.3081,0.031652,-0.045292,0.00089629
0.3082,0.031621,-0.045247,0.00089546
0.3083,0.03159,-0.045202,0.00089463
0.3084,0.031558,-0.045158,0.00089381
0.3085,0.031527,-0.045113,0.00089299
0.3086,0.031496,-0.045069,0.00089216
0.3087,0.031465,-0.045024,0.00089134
0.3088,0.031434,-0.04498,0.00089052
0.3089,0.031403,-0.044935,0.0008897
0.309,0.031372,-0.044891,0.00088888
0.3091,0.03134,-0.044846,0.00088806
0.3092,0.031309,-0.044802,0.00088724
0.3093,0.031279,-0.044758,0.00088642
0.3094,0.031248,-0.044714,0.0008856
0.3095,0.031217,-0.04467,0.00088478
0.3096,0.031186,-0.044625,0.00088397
0.3097,0.031155,-0.044581,0.00088315
0.3098,0.031124,-0.044537,0.00088234
0.3099,0.031093,-0.044493,0.00088152
0.31,0.031063,-0.044449,0.00088071
0.3101,0.031032,-0.044406,0.0008799
0.3102,0.031001,-0.044362,0.00087908
0.3103,0.030971,-0.044318,0.00087827
0.3104,0.03094,-0.044274,0.00087746
0.3105,0.030909,-0.04423,0.00087665
0.3106,0.030879,-0.044187,0.00087584
0.3107,0.030848,-0.044143,0.00087503
0.3108,0.030818,-0.044099,0.00087423
0.3109,0.030787,-0.044056,0.00087342
0.311,0.030757,-0.044012,0.00087261
0.3111,0.030726,-0.043969,0.00087181
0.3112,0.030696,-0.043925,0.000871
0.3113,0.030666,-0.043882,0.0008702
0.3114,0.030635,-0.043839,0.00086939
0.3115,0.030605,-0.043795,0.00086859
0.3116,0.030575,-0.043752,0.00086779
0.3117,0.030545,-0.043709,0.00086698
0.3118,0.030514,-0.043666,0.00086618
0.3119,0.030484,-0.043623,0.00086538
0.312,0.030454,-0.04358,0.00086458
0.3121,0.030424,-0.043537,0.00086378
0.3122,0.030394,-0.043494,0.00086298
0.3123,0.030364,-0.043451,0.00086219
0.3124,0.030334,-0.043408,0.00086139
0.3125,0.030304,-0.043365,0.00086059
0.3126,0.030274,-0.043322,0.0008598
0.3127,0.030244,-0.043279,0.000859
0.3128,0.030214,-0.043236,0.00085821
0.3129,0.030184,-0.043194,0.00085741
0.313,0.030154,-0.043151,0.00085662
0.3131,0.030124,-0.043108,0.00085583
0.3132,0.030095,-0.043066,0.00085504
0.3133,0.030065,-0.043023,0.00085424
0.3134,0.030035,-0.042981,0.00085345
0.3135,0.030005,-0.042938,0.00085266
0.3136,0.029976,-0.042896,0.00085188
0.3137,0.029946,-0.042854,0.00085109
0.3138,0.029916,-0.042811,0.0008503
0.3139,0.029887,-0.042769,0.00084951
0.314,0.029857,-0.042727,0.00084873
0.3141,0.029828,-0.042685,0.00084794
0.3142,0.029798,-0.042642,0.00084716
0.3143,0.029769,-0.0426,0.00084637
0.3144,0.029739,-0.042558,0.00084559
0.3145,0.02971,-0.042516,0.0008448
0.3146,0.029681,-0.042474,0.00084402
0.3147,0.029651,-0.042432,0.00084324
0.3148,0.029622,-0.04239,0.00084246
0.3149,0.029593,-0.042348,0.00084168
0.315,0.029563,-0.042307,0.0008409
0.3151,0.029534,-0.042265,0.00084012
0.3152,0.029505,-0.042223,0.00083934
0.3153,0.029476,-0.042181,0.00083856
0.3154,0.029447,-0.04214,0.00083779
0.3155,0.029417,-0.042098,0.00083701
0.3156,0.029388,-0.042056,0.00083624
0.3157,0.029359,-0.042015,0.00083546
0.3158,0.02933,-0.041973,0.00083469
0.3159,0.029301,-0.041932,0.00083391
0.316,0.029272,-0.041891,0.00083314
0.3161,0.029243,-0.041849,0.00083237
0.3162,0.029214,-0.041808,0.0008316
0.3163,0.029186,-0.041767,0.00083082
0.3164,0.029157,-0.041725,0.00083005
0.3165,0.029128,-0.041684,0.00082928
0.3166,0.029099,-0.041643,0.00082851
0.3167,0.02907,-0.041602,0.00082775
0.3168,0.029042,-0.041561,0.00082698
0.3169,0.029013,-0.04152,0.00082621
0.317,0.028984,-0.041479,0.00082545
0.3171,0.028955,-0.041438,0.00082468
0.3172,0.028927,-0.041397,0.00082391
0.3173,0.028898,-0.041356,0.00082315
0.3174,0.02887,-0.041315,0.00082239
0.3175,0.028841,-0.041274,0.00082162
0.3176,0.028813,-0.041233,0.00082086
0.3177,0.028784,-0.041193,0.0008201
0.3178,0.028756,-0.041152,0.00081934
0.3179,0.028727,-0.041111,0.00081858
0.318,0.028699,-0.041071,0.00081782
0.3181,0.02867,-0.04103,0.00081706
0.3182,0.028642,-0.04099,0.0008163
0.3183,0.028614,-0.040949,0.00081554
0.3184,0.028585,-0.040909,0.00081478
0.3185,0.028557,-0.040868,0.00081403
0.3186,0.028529,-0.040828,0.00081327
0.3187,0.028501,-0.040788,0.00081252
0.3188,0.028473,-0.040747,0.00081176
0.3189,0.028444,-0.040707,0.00081101
0.319,0.028416,-0.040667,0.00081025
0.3191,0.028388,-0.040627,0.0008095
0.3192,0.02836,-0.040587,0.00080875
0.3193,0.028332,-0.040546,0.000808
0.3194,0.028304,-0.040506,0.00080725
0.3195,0.028276,-0.040466,0.0008065
0.3196,0.028248,-0.040426,0.00080575
0.3197,0.02822,-0.040387,0.000805
0.3198,0.028192,-0.040347,0.00080425
0.3199,0.028164,-0.040307,0.0008035
0.32,0.028136,-0.040267,0.00080276
0.3201,0.028109,-0.040227,0.00080201
0.3202,0.028081,-0.040187,0.00080127
0.3203,0.028053,-0.040148,0.00080052
0.3204,0.028025,-0.040108,0.00079978
0.3205,0.027998,-0.040068,0.00079903
0.3206,0.02797,-0.040029,0.00079829
0.3207,0.027942,-0.039989,0.00079755
0.3208,0.027915,-0.03995,0.00079681
0.3209,0.027887,-0.03991,0.00079606
0.321,0.027859,-0.039871,0.00079532
0.3211,0.027832,-0.039832,0.00079458
0.3212,0.027804,-0.039792,0.00079384
0.3213,0.027777,-0.039753,0.00079311
0.3214,0.027749,-0.039714,0.00079237
0.3215,0.027722,-0.039674,0.00079163
0.3216,0.027695,-0.039635,0.00079089
0.3217,0.027667,-0.039596,0.00079016
0.3218,0.02764,-0.039557,0.00078942
0.3219,0.027612,-0.039518,0.00078869
0.322,0.027585,-0.039479,0.00078795
0.3221,0.027558,-0.03944,0.00078722
0.3222,0.027531,-0.039401,0.00078649
0.3223,0.027503,-0.039362,0.00078576
0.3224,0.027476,-0.039323,0.00078502
0.3225,0.027449,-0.039284,0.00078429
0.3226,0.027422,-0.039245,0.00078356
0.3227,0.027395,-0.039207,0.00078283
0.3228,0.027368,-0.039168,0.0007821
0.3229,0.027341,-0.039129,0.00078138
0.323,0.027314,-0.039091,0.00078065
0.3231,0.027287,-0.039052,0.00077992
0.3232,0.02726,-0.039013,0.0007792
0.3233,0.027233,-0.038975,0.00077847
0.3234,0.027206,-0.038936,0.00077774
0.3235,0.027179,-0.038898,0.00077702
0.3236,0.027152,-0.03886,0.0007763
0.3237,0.027125,-0.038821,0.00077557
0.3238,0.027098,-0.038783,0.00077485
0.3239,0.027071,-0.038745,0.00077413
0.324,0.027045,-0.038706,0.00077341
0.3241,0.027018,-0.038668,0.00077269
0.3242,0.026991,-0.03863,0.00077197
0.3243,0.026965,-0.038592,0.00077125
0.3244,0.026938,-0.038554,0.00077053
0.3245,0.026911,-0.038515,0.00076981
0.3246,0.026885,-0.038477,0.00076909
0.3247,0.026858,-0.038439,0.00076837
0.3248,0.026831,-0.038401,0.00076766
0.3249,0.026805,-0.038363,0.00076694
0.325,0.026778,-0.038326,0.00076623
0.3251,0.026752,-0.038288,0.00076551
0.3252,0.026726,-0.03825,0.0007648
0.3253,0.026699,-0.038212,0.00076408
0.3254,0.026673,-0.038174,0.00076337
0.3255,0.026646,-0.038137,0.00076266
0.3256,0.02662,-0.038099,0.00076195
0.3257,0.026594,-0.038061,0.00076124
0.3258,0.026567,-0.038024,0.00076053
0.3259,0.026541,-0.037986,0.00075982
0.326,0.026515,-0.037949,0.00075911
0.3261,0.026489,-0.037911,0.0007584
0.3262,0.026462,-0.037874,0.00075769
0.3263,0.026436,-0.037836,0.00075699
0.3264,0.02641,-0.037799,0.00075628
0.3265,0.026384,-0.037762,0.00075557
0.3266,0.026358,-0.037724,0.00075487
0.3267,0.026332,-0.037687,0.00075416
0.3268,0.026306,-0.03765,0.00075346
0.3269,0.02628,-0.037613,0.00075276
0.327,0.026254,-0.037575,0.00075205
0.3271,0.026228,-0.037538,0.00075135
0.3272,0.026202,-0.037501,0.00075065
0.3273,0.026176,-0.037464,0.00074995
0.3274,0.02615,-0.037427,0.00074925
0.3275,0.026124,-0.03739,0.00074855
0.3276,0.026098,-0.037353,0.00074785
0.3277,0.026073,-0.037316,0.00074715
0.3278,0.026047,-0.03728,0.00074645
0.3279,0.026021,-0.037243,0.00074575
0.328,0.025995,-0.037206,0.00074506
0.3281,0.02597,-0.037169,0.00074436
0.3282,0.025944,-0.037132,0.00074367
0.3283,0.025918,-0.037096,0.00074297
0.3284,0.025893,-0.037059,0.00074228
0.3285,0.025867,-0.037023,0.00074158
0.3286,0.025841,-0.036986,0.00074089
0.3287,0.025816,-0.036949,0.0007402
0.3288,0.02579,-0.036913,0.00073951
0.3289,0.025765,-0.036876,0.00073881
0.329,0.025739,-0.03684,0.00073812
0.3291,0.025714,-0.036804,0.00073743
0.3292,0.025689,-0.036767,0.00073674
0.3293,0.025663,-0.036731,0.00073606
