time,V_bus_1,V_bus_2,V_bus_3,V_MG
1.3145,796.42,799.92,804.3,800.21
1.3153,796.29,799.98,804.31,800.19
1.3164,796.33,799.96,804.31,800.2
1.3176,796.67,799.81,804.27,800.25
1.3187,797.02,799.65,804.23,800.3
1.3195,796.59,799.84,804.28,800.24
1.3204,796.31,799.97,804.31,800.2
1.3213,796.28,799.98,804.31,800.19
1.3225,796.45,799.91,804.29,800.21
1.3236,796.95,799.68,804.24,800.29
1.3246,796.85,799.72,804.25,800.27
1.3254,796.4,799.93,804.3,800.21
1.3263,796.27,799.98,804.31,800.19
1.3274,796.32,799.96,804.3,800.19
1.3286,796.69,799.79,804.26,800.25
1.3294,796.4,799.92,804.29,800.21
1.3303,796.27,799.98,804.31,800.19
1.3314,796.32,799.96,804.3,800.19
1.3326,796.65,799.81,804.27,800.24
1.3336,797,799.65,804.23,800.29
1.3345,796.57,799.84,804.27,800.23
1.3353,796.3,799.97,804.3,800.19
1.3363,796.26,799.98,804.31,800.18
1.3375,796.43,799.9,804.29,800.21
1.3386,796.94,799.68,804.23,800.28
1.3396,796.84,799.72,804.25,800.27
1.3404,796.38,799.93,804.29,800.2
1.3413,796.25,799.98,804.31,800.18
1.3424,796.3,799.96,804.3,800.19
1.3436,796.67,799.79,804.26,800.24
1.3444,796.39,799.92,804.29,800.2
1.3453,796.26,799.98,804.3,800.18
1.3464,796.3,799.96,804.3,800.19
1.3476,796.64,799.81,804.26,800.24
1.3486,796.99,799.65,804.23,800.29
1.3495,796.56,799.84,804.27,800.22
1.3503,796.28,799.97,804.3,800.18
1.3513,796.25,799.98,804.3,800.18
1.3524,796.42,799.9,804.28,800.2
1.3536,796.92,799.68,804.23,800.28
1.3546,796.82,799.72,804.24,800.26
1.3554,796.37,799.93,804.29,800.19
1.3563,796.24,799.98,804.3,800.17
1.3573,796.29,799.96,804.3,800.18
1.3586,796.66,799.79,804.26,800.24
1.3594,796.37,799.92,804.29,800.19
1.3603,796.24,799.98,804.3,800.17
1.3613,796.29,799.96,804.29,800.18
1.3625,796.62,799.81,804.26,800.23
1.3636,796.97,799.65,804.22,800.28
1.3645,796.54,799.84,804.27,800.22
1.3653,796.27,799.96,804.3,800.18
1.3663,796.24,799.98,804.3,800.17
1.3674,796.4,799.9,804.28,800.2
1.3686,796.91,799.67,804.23,800.27
1.3696,796.81,799.72,804.24,800.26
1.3704,796.35,799.92,804.29,800.19
1.3713,796.22,799.98,804.3,800.17
1.3723,796.28,799.96,804.29,800.18
1.3735,796.64,799.79,804.25,800.23
1.3744,796.36,799.92,804.28,800.19
1.3753,796.23,799.98,804.3,800.17
1.3763,796.28,799.96,804.29,800.17
1.3775,796.61,799.81,804.26,800.22
1.3786,796.96,799.65,804.22,800.27
1.3795,796.53,799.84,804.26,800.21
1.3803,796.26,799.96,804.29,800.17
1.3813,796.22,799.98,804.3,800.17
1.3824,796.39,799.9,804.28,800.19
1.3836,796.9,799.67,804.22,800.26
1.3846,796.8,799.72,804.23,800.25
1.3854,796.34,799.92,804.28,800.18
1.3863,796.21,799.98,804.29,800.16
1.3873,796.26,799.96,804.29,800.17
1.3885,796.63,799.79,804.25,800.22
1.3894,796.35,799.92,804.28,800.18
1.3903,796.22,799.98,804.29,800.16
1.3913,796.26,799.96,804.29,800.17
1.3925,796.59,799.81,804.25,800.22
1.3936,796.95,799.65,804.21,800.27
1.3945,796.52,799.84,804.26,800.21
1.3953,796.24,799.96,804.29,800.16
1.3963,796.21,799.98,804.29,800.16
1.3974,796.38,799.9,804.27,800.18
1.3986,796.88,799.67,804.22,800.26
1.3996,796.78,799.72,804.23,800.24
1.4004,796.33,799.92,804.28,800.18
1.4012,796.2,799.98,804.29,800.16
1.4023,796.25,799.96,804.29,800.16
1.4035,796.62,799.79,804.25,800.22
1.4044,796.33,799.92,804.28,800.18
1.4053,796.2,799.98,804.29,800.16
1.4063,796.25,799.96,804.28,800.16
1.4075,796.58,799.81,804.25,800.21
1.4086,796.93,799.65,804.21,800.26
1.4095,796.51,799.84,804.26,800.2
1.4103,796.23,799.96,804.29,800.16
1.4112,796.2,799.98,804.29,800.15
1.4124,796.36,799.9,804.27,800.18
1.4136,796.87,799.67,804.22,800.25
1.4145,796.77,799.72,804.23,800.24
1.4154,796.32,799.92,804.27,800.17
1.4162,796.19,799.98,804.29,800.15
1.4173,796.24,799.96,804.28,800.16
1.4185,796.61,799.79,804.24,800.21
1.4194,796.32,799.92,804.27,800.17
1.4202,796.19,799.98,804.29,800.15
1.4213,796.24,799.95,804.28,800.16
1.4225,796.57,799.8,804.25,800.21
1.4236,796.92,799.65,804.21,800.26
1.4245,796.49,799.84,804.25,800.19
1.4253,796.22,799.96,804.28,800.15
1.4262,796.19,799.98,804.28,800.15
1.4274,796.35,799.9,804.27,800.17
1.4286,796.86,799.67,804.21,800.25
1.4295,796.76,799.72,804.22,800.23
1.4303,796.3,799.92,804.27,800.17
1.4312,796.17,799.98,804.28,800.15
1.4323,796.23,799.96,804.28,800.15
1.4335,796.59,799.79,804.24,800.21
1.4344,796.31,799.92,804.27,800.17
1.4352,796.18,799.98,804.28,800.15
1.4363,796.23,799.95,804.28,800.15
1.4375,796.56,799.8,804.24,800.2
1.4386,796.91,799.65,804.2,800.25
1.4394,796.48,799.84,804.25,800.19
1.4403,796.21,799.96,804.28,800.15
1.4412,796.17,799.98,804.28,800.14
1.4424,796.34,799.9,804.26,800.17
1.4435,796.85,799.67,804.21,800.24
1.4445,796.75,799.72,804.22,800.23
1.4453,796.29,799.92,804.27,800.16
1.4462,796.16,799.98,804.28,800.14
1.4473,796.21,799.95,804.28,800.15
1.4485,796.58,799.79,804.24,800.2
1.4493,796.3,799.92,804.27,800.16
1.4502,796.17,799.97,804.28,800.14
1.4513,796.21,799.95,804.27,800.15
1.4525,796.55,799.8,804.24,800.2
1.4535,796.9,799.64,804.2,800.25
1.4544,796.47,799.84,804.25,800.18
1.4552,796.2,799.96,804.28,800.14
1.4562,796.16,799.97,804.28,800.14
1.4574,796.33,799.9,804.26,800.16
1.4585,796.84,799.67,804.21,800.24
1.4595,796.74,799.72,804.22,800.22
1.4603,796.28,799.92,804.26,800.16
1.4612,796.15,799.98,804.28,800.14
1.4622,796.2,799.95,804.27,800.14
1.4635,796.57,799.79,804.23,800.2
1.4643,796.29,799.92,804.26,800.16
1.4652,796.16,799.97,804.28,800.14
1.4662,796.2,799.95,804.27,800.14
1.4674,796.54,799.8,804.24,800.19
1.4685,796.89,799.64,804.2,800.24
1.4694,796.46,799.84,804.24,800.18
1.4702,796.19,799.96,804.27,800.14
1.4712,796.15,799.97,804.28,800.13
1.4723,796.32,799.9,804.26,800.16
1.4735,796.83,799.67,804.2,800.23
1.4745,796.73,799.71,804.21,800.22
1.4753,796.27,799.92,804.26,800.15
1.4762,796.14,799.98,804.28,800.13
1.4772,796.19,799.95,804.27,800.14
1.4784,796.56,799.79,804.23,800.19
1.4793,796.28,799.91,804.26,800.15
1.4802,796.15,799.97,804.27,800.13
1.4812,796.19,799.95,804.27,800.14
1.4824,796.53,799.8,804.23,800.19
1.4835,796.88,799.64,804.2,800.24
1.4844,796.45,799.84,804.24,800.18
1.4852,796.17,799.96,804.27,800.13
1.4862,796.14,799.97,804.27,800.13
1.4873,796.31,799.9,804.25,800.15
1.4885,796.82,799.67,804.2,800.23
1.4895,796.72,799.71,804.21,800.21
1.4903,796.26,799.92,804.26,800.15
1.4912,796.13,799.98,804.27,800.13
1.4922,796.18,799.95,804.27,800.13
1.4934,796.55,799.79,804.23,800.19
1.4943,796.27,799.91,804.26,800.15
1.4952,796.14,799.97,804.27,800.13
1.4962,796.18,799.95,804.27,800.13
1.4974,796.52,799.8,804.23,800.18
1.4985,796.87,799.64,804.19,800.23
1.4994,796.44,799.83,804.24,800.17
1.5002,796.16,799.96,804.27,800.13
1.5005,698.29,771.87,793.44,754.53
1.5008,642.96,733.67,769.15,715.26
1.5013,585.08,680.35,722.76,662.73
1.5019,527.07,637.41,673.01,612.5
1.5024,470.44,608.68,632.98,570.7
1.503,424.25,591.89,613.16,543.1
1.5038,396.41,584.88,622.08,534.45
1.5045,395.1,587.92,644.07,542.36
1.5053,409.78,596.68,661.3,555.92
1.5059,423.19,603.18,667.18,564.52
1.5069,434.98,608.31,669.29,570.86
1.508,443.55,613.05,672.33,576.31
1.5091,450.18,616.96,675.83,580.99
1.5102,455.5,620.18,678.64,584.77
1.5113,459.58,622.98,680.93,587.83
1.5122,462.75,624.91,682.56,590.07
1.5131,465.37,626.79,684.21,592.12
1.5141,468.52,628.95,686.1,594.52
1.5154,471.89,631.25,688.14,597.09
1.5163,474.23,633.07,689.74,599.01
1.5173,476.74,634.79,691.24,600.92
1.5184,479.19,636.56,692.84,602.87
1.5196,481.88,638.68,694.71,605.09
1.5205,484.03,640.08,695.94,606.68
1.5213,485.84,641.48,697.19,608.17
1.5224,488.22,643.22,698.72,610.06
1.5237,490.89,645.08,700.4,612.12
1.5246,492.52,646.48,701.63,613.54
1.5255,494.36,647.78,702.78,614.97
1.5266,496.34,649.29,704.14,616.59
1.5278,498.54,651.07,705.7,618.44
1.5287,500.35,652.28,706.78,619.8
1.5296,501.87,653.51,707.89,621.09
1.5307,503.76,654.95,709.15,622.62
1.532,505.98,656.49,710.52,624.33
1.5328,507.15,657.59,711.51,625.41
1.5337,508.59,658.62,712.42,626.54
1.5347,510.23,659.92,713.59,627.91
1.536,512.09,661.46,714.94,629.5
1.5369,513.61,662.47,715.84,630.64
1.5379,514.85,663.52,716.79,631.72
1.5389,516.38,664.71,717.82,632.97
1.5401,518.14,665.96,718.95,634.35
1.541,519.18,666.94,719.83,635.32
1.5419,520.46,667.87,720.65,636.33
1.543,521.87,668.98,721.65,637.5
1.5443,523.32,670.32,722.84,638.82
1.5451,524.59,671.09,723.51,639.73
1.5459,525.51,671.91,724.24,640.55
1.5469,526.83,672.91,725.12,641.62
1.5482,528.28,674.01,726.13,642.81
1.5494,529.26,675.17,727.19,643.88
1.5501,530.61,675.81,727.71,644.71
1.5509,531.31,676.54,728.35,645.4
1.5518,532.35,677.31,729.04,646.23
1.553,533.51,678.31,729.94,647.25
1.5542,534.77,679.44,730.89,648.37
1.5552,536.19,680.19,731.56,649.31
1.5561,536.66,680.9,732.25,649.94
1.5569,537.64,681.55,732.8,650.67
1.5579,538.53,682.32,733.5,651.45
1.559,539.57,683.23,734.29,652.36
1.5603,541.09,684.21,735.1,653.47
1.5613,541.63,684.75,735.72,654.03
1.5621,542.49,685.54,736.32,654.78
1.563,543.26,686.11,736.87,655.41
1.5641,544.07,686.9,737.57,656.18
1.5652,545.23,687.78,738.29,657.1
1.5662,545.96,688.28,738.8,657.68
1.5671,546.62,688.99,739.42,658.35
1.5681,547.57,689.65,739.98,659.07
1.5691,548.26,690.23,740.53,659.67
1.5702,549.04,691,741.2,660.41
1.5711,549.89,691.55,741.67,661.04
1.572,550.48,692.09,742.17,661.58
1.5731,551.31,692.79,742.78,662.29
1.5744,552.54,693.55,743.43,663.17
1.5751,552.71,694.01,743.88,663.53
1.5759,553.35,694.41,744.24,664
1.5769,553.97,694.99,744.75,664.57
1.5781,554.87,695.71,745.36,665.31
1.5792,555.77,696.23,745.85,665.95
1.58,556.05,696.76,746.31,666.38
1.5808,556.64,697.15,746.66,666.82
1.5818,557.23,697.69,747.15,667.36
1.5831,558.09,698.4,747.74,668.08
1.5842,558.97,698.85,748.17,668.66
1.585,559.14,699.34,748.6,669.03
1.5857,559.65,699.66,748.9,669.4
1.5867,560.19,700.17,749.34,669.9
1.588,561.12,700.86,749.91,670.63
1.5891,561.8,701.17,750.27,671.08
1.5901,561.88,701.77,750.78,671.48
1.5908,562.59,702.06,751.03,671.89
1.5916,562.94,702.47,751.38,672.26
1.5926,563.52,702.9,751.76,672.73
1.5938,564.08,703.36,752.2,673.21
1.5949,564.47,703.94,752.7,673.7
1.5957,565.15,704.21,752.94,674.1
1.5965,565.45,704.58,753.26,674.43
1.5975,565.99,704.98,753.61,674.86
1.5987,566.51,705.41,754.03,675.32
1.5999,566.83,705.97,754.51,675.77
1.6006,567.49,706.19,754.7,676.13
1.6014,567.78,706.54,755,676.44
1.6024,568.26,706.89,755.31,676.82
1.6037,568.69,707.3,755.72,677.24
1.6048,569.08,707.88,756.17,677.71
1.6055,569.62,708,756.32,677.98
1.6063,569.93,708.35,756.6,678.29
1.6073,570.37,708.67,756.9,678.64
1.6086,570.67,709.05,757.29,679
1.6097,571.19,709.64,757.71,679.51
1.6106,571.78,709.74,757.85,679.79
1.6114,571.9,710.08,758.14,680.04
1.6122,572.3,710.32,758.37,680.33
1.6132,572.62,710.65,758.67,680.65
1.6144,573.07,711.09,759.03,681.06
1.6156,573.88,711.42,759.3,681.53
1.6163,573.68,711.66,759.56,681.63
1.6171,574.07,711.83,759.72,681.87
1.618,574.34,712.13,759.98,682.15
1.6191,574.81,712.49,760.28,682.53
1.6203,575.25,712.72,760.52,682.83
1.6211,575.36,713.06,760.8,683.07
1.622,575.74,713.27,760.99,683.33
1.623,575.99,713.54,761.24,683.59
1.6241,576.36,713.9,761.53,683.93
1.6253,577.1,714.2,761.77,684.36
1.6261,576.88,714.4,762,684.43
1.6268,577.23,714.55,762.13,684.64
1.6278,577.45,714.81,762.36,684.88
1.6289,577.87,715.12,762.62,685.2
1.63,578.26,715.31,762.82,685.47
1.6309,578.32,715.6,763.06,685.66
1.6317,578.65,715.78,763.22,685.88
1.6327,578.86,716.01,763.44,686.1
1.6339,579.18,716.33,763.7,686.41
1.6351,579.85,716.57,763.89,686.77
1.6358,579.61,716.76,764.1,686.82
1.6366,579.92,716.88,764.21,687
1.6375,580.11,717.11,764.41,687.21
1.6386,580.48,717.38,764.63,687.5
1.6398,580.83,717.52,764.79,687.71
1.6406,580.85,717.8,765.01,687.88
1.6414,581.13,717.93,765.14,688.07
1.6424,581.3,718.14,765.33,688.25
1.6436,581.6,718.42,765.56,688.53
1.6447,582.12,718.58,765.7,688.8
1.6455,581.95,718.78,765.89,688.87
1.6463,582.21,718.88,765.99,689.03
1.6472,582.37,719.08,766.16,689.21
1.6484,582.71,719.35,766.37,689.48
1.6496,583.09,719.44,766.49,689.68
1.6503,583,719.68,766.69,689.79
1.6511,583.22,719.77,766.78,689.93
1.6521,583.37,719.96,766.95,690.1
1.6533,583.73,720.24,767.16,690.37
1.6544,584.08,720.27,767.24,690.53
1.6552,583.97,720.53,767.44,690.65
1.656,584.15,720.59,767.52,690.75
1.6569,584.3,720.78,767.68,690.92
1.6582,584.73,721.05,767.86,691.21
1.6593,584.91,721,767.92,691.27
1.6602,584.71,721.33,768.17,691.4
1.661,585.11,721.38,768.21,691.56
1.6618,585.17,721.54,768.35,691.68
1.6628,585.39,721.68,768.47,691.84
1.664,585.53,721.8,768.6,691.98
1.6651,585.5,722.05,768.81,692.12
1.6659,585.92,722.09,768.84,692.28
1.6666,585.96,722.24,768.97,692.39
1.6676,586.16,722.36,769.07,692.53
1.6688,586.26,722.47,769.21,692.64
1.6699,586.26,722.74,769.41,692.8
1.6707,586.64,722.73,769.42,692.93
1.6715,586.69,722.89,769.54,693.04
1.6725,586.88,722.99,769.64,693.17
1.6737,586.91,723.08,769.77,693.25
1.6748,586.97,723.4,769.98,693.45
1.6757,587.52,723.39,769.98,693.63
1.6765,587.33,723.51,770.1,693.65
1.6773,587.54,723.58,770.17,693.76
1.6783,587.6,723.69,770.27,693.85
1.6794,587.75,723.87,770.41,694.01
1.6807,588.26,723.98,770.48,694.24
1.6814,587.91,724.07,770.61,694.2
1.6821,588.13,724.11,770.64,694.29
1.683,588.19,724.23,770.75,694.39
1.6842,588.41,724.38,770.86,694.55
1.6853,588.59,724.39,770.91,694.63
1.6862,588.51,724.58,771.05,694.71
1.687,588.7,724.63,771.1,694.81
1.688,588.74,724.73,771.19,694.89
1.6891,588.89,724.88,771.31,695.03
1.6903,589.29,724.95,771.36,695.2
1.691,589.02,725.05,771.47,695.18
1.6918,589.2,725.08,771.51,695.26
1.6927,589.24,725.19,771.6,695.34
1.6939,589.44,725.33,771.7,695.49
1.695,589.69,725.33,771.73,695.59
1.6958,589.52,725.49,771.86,695.62
1.6966,589.67,725.52,771.89,695.69
1.6976,589.71,725.61,771.98,695.77
1.6988,589.9,725.77,772.09,695.92
1.6999,590.18,725.74,772.09,696.01
1.7007,589.97,725.9,772.22,696.03
1.7014,590.1,725.91,772.25,696.09
1.7024,590.14,726.01,772.33,696.16
1.7037,590.4,726.17,772.43,696.33
1.7048,590.56,726.07,772.41,696.35
1.7057,590.21,726.27,772.58,696.35
1.7064,590.59,726.29,772.58,696.49
1.7073,590.54,726.38,772.65,696.52
1.7082,590.68,726.44,772.71,696.61
1.7093,590.74,726.48,772.76,696.66
1.7105,590.56,726.61,772.88,696.69
1.7113,590.96,726.63,772.88,696.82
1.712,590.91,726.72,772.95,696.86
1.713,591.04,726.77,772.99,696.93
1.7142,591.05,726.8,773.05,696.97
1.7153,590.97,726.97,773.18,697.04
1.7161,591.27,726.93,773.15,697.12
1.7169,591.25,727.03,773.22,697.17
1.7179,591.37,727.07,773.27,697.23
1.7191,591.36,727.09,773.31,697.25
1.7202,591.26,727.28,773.45,697.33
1.7209,591.58,727.22,773.41,697.4
1.7217,591.57,727.32,773.48,697.45
1.7227,591.67,727.35,773.51,697.51
1.7239,591.58,727.35,773.56,697.5
1.725,591.58,727.61,773.71,697.64
1.7259,592.04,727.51,773.64,697.73
1.7267,591.81,727.6,773.73,697.71
1.7275,591.94,727.6,773.74,697.76
1.7285,591.93,727.66,773.79,697.79
1.7297,592.02,727.76,773.87,697.88
1.7308,592.35,727.76,773.86,697.99
1.7315,592.04,727.84,773.95,697.94
1.7323,592.18,727.84,773.95,697.99
1.7333,592.17,727.9,774,698.02
1.7344,592.32,727.99,774.06,698.12
1.7356,592.49,727.93,774.04,698.16
1.7363,592.3,728.07,774.14,698.17
1.7371,592.41,728.06,774.15,698.2
1.7381,592.4,728.11,774.2,698.24
1.7393,592.55,728.22,774.26,698.34
1.7404,592.75,728.14,774.22,698.37
1.7412,592.52,728.28,774.33,698.38
1.7419,592.61,728.26,774.32,698.4
1.7429,592.61,728.32,774.37,698.43
1.7442,592.81,728.43,774.43,698.56
1.7453,592.93,728.28,774.37,698.53
1.7462,592.55,728.45,774.51,698.5
1.7469,592.87,728.44,774.49,698.6
1.7477,592.8,728.5,774.54,698.61
1.7487,592.9,728.54,774.56,698.67
1.7499,592.92,728.53,774.58,698.68
1.751,592.69,728.62,774.67,698.66
1.7518,593.06,728.61,774.64,698.77
1.7525,592.98,728.68,774.69,698.78
1.7535,593.07,728.69,774.7,698.82
1.7547,593.03,728.69,774.72,698.82
1.7558,592.93,728.83,774.82,698.86
1.7566,593.19,728.76,774.77,698.91
1.7573,593.15,728.83,774.82,698.93
1.7583,593.23,728.85,774.84,698.97
1.7595,593.18,728.83,774.85,698.95
1.7606,593.04,728.98,774.95,698.99
1.7614,593.34,728.9,774.9,699.04
1.7622,593.3,728.98,774.95,699.07
1.7631,593.37,728.98,774.96,699.1
1.7644,593.26,728.95,774.97,699.06
1.7655,593.21,729.16,775.09,699.15
1.7664,593.65,729.06,775.01,699.24
1.7672,593.37,729.11,775.07,699.19
1.768,593.49,729.11,775.07,699.22
1.769,593.45,729.13,775.1,699.23
1.7701,593.5,729.2,775.14,699.28
1.7713,593.85,729.2,775.12,699.39
1.772,593.46,729.24,775.18,699.29
1.7727,593.59,729.21,775.17,699.32
1.7737,593.56,729.25,775.2,699.34
1.7748,593.68,729.31,775.23,699.41
1.776,593.78,729.23,775.19,699.4
1.7768,593.61,729.35,775.28,699.41
1.7776,593.7,729.32,775.26,699.43
1.7786,593.66,729.35,775.29,699.44
1.7797,593.74,729.43,775.33,699.5
1.7808,593.96,729.36,775.29,699.54
1.7816,593.69,729.44,775.36,699.5
1.7824,593.79,729.42,775.35,699.52
1.7834,593.76,729.45,775.38,699.53
1.7845,593.86,729.52,775.41,699.6
1.7857,594.05,729.43,775.36,699.61
1.7864,593.79,729.54,775.44,699.59
1.7872,593.87,729.51,775.43,699.6
1.7882,593.84,729.54,775.45,699.61
1.7894,593.99,729.62,775.49,699.7
1.7905,594.1,729.48,775.42,699.67
1.7914,593.68,729.59,775.52,699.6
1.7922,594.03,729.59,775.49,699.7
1.793,593.91,729.62,775.53,699.69
1.794,593.99,729.64,775.53,699.72
1.7951,594,729.62,775.53,699.72
1.7963,593.66,729.65,775.59,699.63
1.797,594.12,729.66,775.55,699.78
1.7978,593.99,729.71,775.59,699.77
1.7987,594.06,729.7,775.59,699.78
1.7998,593.99,729.69,775.6,699.76
1.8009,593.95,729.8,775.66,699.8
1.8018,594.13,729.72,775.61,699.82
1.8026,594.04,729.76,775.65,699.82
1.8036,594.12,729.78,775.65,699.85
1.8047,594.12,729.75,775.64,699.84
1.8059,593.79,729.78,775.7,699.76
1.8067,594.23,729.79,775.66,699.89
1.8074,594.1,729.83,775.7,699.88
1.8083,594.17,729.82,775.7,699.9
1.8094,594.11,729.81,775.7,699.87
1.8106,594.03,729.91,775.76,699.9
1.8114,594.23,729.84,775.71,699.93
1.8122,594.15,729.88,775.74,699.92
1.8132,594.22,729.89,775.75,699.95
1.8144,594.21,729.85,775.73,699.93
1.8155,593.89,729.9,775.8,699.86
1.8163,594.31,729.88,775.75,699.98
1.817,594.2,729.94,775.79,699.97
1.8179,594.26,729.92,775.78,699.99
1.8191,594.18,729.9,775.79,699.95
1.8202,594.11,730.02,775.85,699.99
1.821,594.3,729.93,775.79,700.01
1.8218,594.23,729.97,775.82,700.01
1.8228,594.3,729.97,775.82,700.03
1.824,594.26,729.93,775.81,700
1.8251,594.05,730.02,775.88,699.98
1.8259,594.35,729.97,775.83,700.05
1.8266,594.27,730.01,775.86,700.05
1.8276,594.32,730.01,775.85,700.06
1.8288,594.26,729.97,775.85,700.03
1.8299,594.09,730.08,775.92,700.03
1.8307,594.37,730,775.85,700.07
1.8314,594.3,730.05,775.89,700.08
1.8324,594.35,730.04,775.88,700.09
1.8336,594.24,729.99,775.87,700.04
1.8347,594.13,730.15,775.96,700.08
1.8357,594.58,730.07,775.88,700.18
1.8364,594.25,730.08,775.92,700.09
1.8373,594.38,730.07,775.91,700.12
1.8382,594.32,730.07,775.91,700.1
1.8394,594.31,730.12,775.94,700.12
1.8404,594.45,730.09,775.92,700.15
1.8414,594.3,730.05,775.92,700.09
1.8423,594.33,730.13,775.96,700.14
1.8433,594.48,730.11,775.93,700.17
1.8444,594.28,730.04,775.92,700.08
1.8453,594.37,730.16,775.97,700.17
1.8462,594.44,730.1,775.94,700.16
1.8473,594.25,730.08,775.95,700.09
1.8482,594.39,730.19,775.99,700.19
1.8492,594.48,730.11,775.94,700.18
1.8502,594.24,730.1,775.97,700.1
1.8511,594.43,730.18,775.98,700.2
1.8521,594.42,730.12,775.96,700.17
1.8531,594.26,730.14,775.99,700.13
1.8542,594.47,730.24,776.02,700.24
1.8551,594.42,730.11,775.96,700.17
1.856,594.33,730.18,776,700.17
1.857,594.48,730.19,775.99,700.22
1.858,594.4,730.13,775.98,700.17
1.859,594.29,730.19,776.02,700.17
1.8601,594.59,730.25,776.02,700.29
1.861,594.37,730.13,775.98,700.16
1.8619,594.39,730.21,776.02,700.21
1.8629,594.51,730.18,776,700.23
1.864,594.32,730.12,775.99,700.14
1.8649,594.38,730.24,776.04,700.22
1.8658,594.5,730.18,776,700.23
1.8668,594.33,730.17,776.01,700.17
1.8677,594.43,730.23,776.03,700.23
1.8688,594.52,730.18,776,700.23
1.8697,594.35,730.2,776.03,700.19
1.8706,594.45,730.22,776.03,700.23
1.8716,594.43,730.19,776.01,700.21
1.8729,594.14,730.2,776.05,700.13
1.8736,594.52,730.2,776.01,700.24
1.8744,594.4,730.23,776.04,700.22
1.8753,594.46,730.22,776.03,700.23
1.8765,594.39,730.18,776.02,700.2
1.8776,594.24,730.27,776.08,700.2
1.8784,594.48,730.2,776.02,700.23
1.8792,594.4,730.23,776.04,700.23
1.8802,594.46,730.23,776.04,700.24
1.8813,594.4,730.18,776.02,700.2
1.8825,594.18,730.27,776.09,700.18
1.8832,594.49,730.2,776.02,700.24
1.884,594.41,730.25,776.05,700.24
1.8849,594.46,730.23,776.04,700.24
1.8861,594.35,730.18,776.03,700.19
1.8872,594.25,730.33,776.11,700.23
1.888,594.46,730.19,776.02,700.23
1.8888,594.42,730.25,776.06,700.24
1.8898,594.46,730.23,776.04,700.24
1.891,594.27,730.16,776.03,700.15
1.8921,594.24,730.38,776.13,700.25
1.893,594.59,730.2,776.02,700.27
1.8937,594.38,730.27,776.07,700.24
1.8946,594.44,730.23,776.05,700.24
1.8956,594.38,730.24,776.05,700.22
1.8968,594.41,730.3,776.08,700.27
1.8979,594.68,730.22,776.02,700.31
1.8986,594.34,730.27,776.08,700.23
1.8994,594.44,730.23,776.05,700.24
1.9003,594.38,730.25,776.06,700.23
1.9015,594.47,730.29,776.07,700.27
1.9026,594.59,730.18,776.01,700.26
1.9034,594.36,730.28,776.08,700.24
1.9042,594.43,730.24,776.05,700.24
1.9051,594.37,730.25,776.06,700.23
1.9064,594.46,730.31,776.08,700.28
1.9074,594.62,730.18,776,700.27
1.9082,594.35,730.29,776.08,700.24
1.909,594.42,730.23,776.05,700.23
1.9099,594.37,730.25,776.06,700.23
1.9112,594.51,730.31,776.08,700.3
1.9123,594.59,730.14,775.99,700.24
1.9132,594.17,730.26,776.08,700.17
1.9139,594.49,730.24,776.04,700.26
1.9148,594.37,730.26,776.06,700.23
1.9157,594.43,730.26,776.06,700.25
1.9169,594.42,730.22,776.04,700.22
1.9181,594.09,730.24,776.09,700.14
1.9188,594.5,730.23,776.04,700.25
1.9195,594.38,730.27,776.07,700.24
1.9205,594.43,730.25,776.05,700.24
1.9216,594.34,730.22,776.05,700.2
1.9227,594.26,730.32,776.1,700.23
1.9235,594.45,730.22,776.04,700.24
1.9244,594.36,730.26,776.06,700.23
1.9253,594.42,730.26,776.05,700.24
1.9265,594.38,730.21,776.03,700.21
1.9276,594.14,730.27,776.09,700.17
1.9284,594.46,730.23,776.03,700.24
1.9291,594.36,730.26,776.06,700.23
1.9301,594.41,730.25,776.05,700.24
1.9313,594.34,730.2,776.04,700.19
1.9324,594.18,730.31,776.1,700.19
1.9332,594.43,730.22,776.03,700.23
1.934,594.36,730.26,776.06,700.23
1.9349,594.41,730.24,776.05,700.23
1.9361,594.3,730.19,776.03,700.17
1.9372,594.17,730.33,776.11,700.2
1.9382,594.62,730.27,776.03,700.3
1.939,594.28,730.25,776.06,700.2
1.9398,594.41,730.25,776.05,700.23
1.9408,594.34,730.23,776.04,700.21
1.9419,594.3,730.27,776.07,700.21
1.9428,594.44,730.25,776.04,700.24
1.9438,594.32,730.22,776.04,700.19
1.9448,594.33,730.27,776.06,700.22
1.9459,594.55,730.26,776.03,700.28
1.9467,594.28,730.23,776.05,700.19
1.9476,594.38,730.24,776.04,700.22
1.9486,594.34,730.22,776.03,700.2
1.9498,594.19,730.26,776.07,700.17
1.9506,594.41,730.23,776.03,700.22
1.9514,594.32,730.24,776.05,700.2
1.9524,594.37,730.25,776.04,700.22
1.9536,594.4,730.19,776.01,700.2
1.9546,594.25,730.24,776.05,700.18
1.9555,594.39,730.25,776.04,700.23
1.9564,594.33,730.21,776.03,700.19
1.9576,594.2,730.25,776.06,700.17
1.9584,594.4,730.23,776.03,700.22
1.9593,594.31,730.23,776.04,700.19
1.9603,594.34,730.25,776.04,700.21
1.9615,594.49,730.2,776.01,700.23
1.9623,594.26,730.24,776.04,700.18
1.9631,594.35,730.22,776.03,700.2
1.9642,594.29,730.22,776.03,700.18
1.9653,594.28,730.27,776.06,700.2
1.9665,594.77,730.27,776,700.35
