time,V_MG
1.5209,598.97
1.521,599.07
1.5211,599.17
1.5212,599.27
1.5213,599.37
1.5214,599.48
1.5215,599.58
1.5216,599.68
1.5217,599.78
1.5218,599.88
1.5219,599.98
1.522,600.08
1.5221,600.18
1.5222,600.28
1.5223,600.39
1.5224,600.49
1.5225,600.59
1.5226,600.69
1.5227,600.79
1.5228,600.89
1.5229,600.99
1.523,601.09
1.5231,601.19
1.5232,601.29
1.5233,601.39
1.5234,601.49
1.5235,601.59
1.5236,601.69
1.5237,601.79
1.5238,601.9
1.5239,602
1.524,602.1
1.5241,602.2
1.5242,602.3
1.5243,602.4
1.5244,602.5
1.5245,602.6
1.5246,602.7
1.5247,602.8
1.5248,602.9
1.5249,603
1.525,603.1
1.5251,603.2
1.5252,603.29
1.5253,603.39
1.5254,603.49
1.5255,603.59
1.5256,603.69
1.5257,603.79
1.5258,603.89
1.5259,603.99
1.526,604.09
1.5261,604.19
1.5262,604.29
1.5263,604.39
1.5264,604.49
1.5265,604.59
1.5266,604.68
1.5267,604.78
1.5268,604.88
1.5269,604.98
1.527,605.08
1.5271,605.18
1.5272,605.28
1.5273,605.38
1.5274,605.47
1.5275,605.57
1.5276,605.67
1.5277,605.77
1.5278,605.87
1.5279,605.97
1.528,606.06
1.5281,606.16
1.5282,606.26
1.5283,606.36
1.5284,606.46
1.5285,606.55
1.5286,606.65
1.5287,606.75
1.5288,606.85
1.5289,606.95
1.529,607.04
1.5291,607.14
1.5292,607.24
1.5293,607.34
1.5294,607.43
1.5295,607.53
1.5296,607.63
1.5297,607.72
1.5298,607.82
1.5299,607.92
1.53,608.02
1.5301,608.11
1.5302,608.21
1.5303,608.31
1.5304,608.4
1.5305,608.5
1.5306,608.6
1.5307,608.69
1.5308,608.79
1.5309,608.89
1.531,608.98
1.5311,609.08
1.5312,609.18
1.5313,609.27
1.5314,609.37
1.5315,609.46
1.5316,609.56
1.5317,609.66
1.5318,609.75
1.5319,609.85
1.532,609.94
1.5321,610.04
1.5322,610.13
1.5323,610.23
1.5324,610.33
1.5325,610.42
1.5326,610.52
1.5327,610.61
1.5328,610.71
1.5329,610.8
1.533,610.9
1.5331,610.99
1.5332,611.09
1.5333,611.18
1.5334,611.28
1.5335,611.37
1.5336,611.47
1.5337,611.56
1.5338,611.66
1.5339,611.75
1.534,611.85
1.5341,611.94
1.5342,612.03
1.5343,612.13
1.5344,612.22
1.5345,612.32
1.5346,612.41
1.5347,612.5
1.5348,612.6
1.5349,612.69
1.535,612.79
1.5351,612.88
1.5352,612.97
1.5353,613.07
1.5354,613.16
1.5355,613.25
1.5356,613.35
1.5357,613.44
1.5358,613.53
1.5359,613.63
1.536,613.72
1.5361,613.81
1.5362,613.91
1.5363,614
1.5364,614.09
1.5365,614.19
1.5366,614.28
1.5367,614.37
1.5368,614.46
1.5369,614.56
1.537,614.65
1.5371,614.74
1.5372,614.83
1.5373,614.93
1.5374,615.02
1.5375,615.11
1.5376,615.2
1.5377,615.29
1.5378,615.39
1.5379,615.48
1.538,615.57
1.5381,615.66
1.5382,615.75
1.5383,615.84
1.5384,615.94
1.5385,616.03
1.5386,616.12
1.5387,616.21
1.5388,616.3
1.5389,616.39
1.539,616.48
1.5391,616.57
1.5392,616.66
1.5393,616.76
1.5394,616.85
1.5395,616.94
1.5396,617.03
1.5397,617.12
1.5398,617.21
1.5399,617.3
1.54,617.39
1.5401,617.48
1.5402,617.57
1.5403,617.66
1.5404,617.75
1.5405,617.84
1.5406,617.93
1.5407,618.02
1.5408,618.11
1.5409,618.2
1.541,618.29
1.5411,618.38
1.5412,618.47
1.5413,618.56
1.5414,618.65
1.5415,618.74
1.5416,618.83
1.5417,618.91
1.5418,619
1.5419,619.09
1.542,619.18
1.5421,619.27
1.5422,619.36
1.5423,619.45
1.5424,619.54
1.5425,619.62
1.5426,619.71
1.5427,619.8
1.5428,619.89
1.5429,619.98
1.543,620.07
1.5431,620.15
1.5432,620.24
1.5433,620.33
1.5434,620.42
1.5435,620.51
1.5436,620.59
1.5437,620.68
1.5438,620.77
1.5439,620.86
1.544,620.94
1.5441,621.03
1.5442,621.12
1.5443,621.21
1.5444,621.29
1.5445,621.38
1.5446,621.47
1.5447,621.55
1.5448,621.64
1.5449,621.73
1.545,621.81
1.5451,621.9
1.5452,621.99
1.5453,622.07
1.5454,622.16
1.5455,622.25
1.5456,622.33
1.5457,622.42
1.5458,622.5
1.5459,622.59
1.546,622.68
1.5461,622.76
1.5462,622.85
1.5463,622.93
1.5464,623.02
1.5465,623.1
1.5466,623.19
1.5467,623.28
1.5468,623.36
1.5469,623.45
1.547,623.53
1.5471,623.62
1.5472,623.7
1.5473,623.79
1.5474,623.87
1.5475,623.96
1.5476,624.04
1.5477,624.13
1.5478,624.21
1.5479,624.29
1.548,624.38
1.5481,624.46
1.5482,624.55
1.5483,624.63
1.5484,624.72
1.5485,624.8
1.5486,624.88
1.5487,624.97
1.5488,625.05
1.5489,625.14
1.549,625.22
1.5491,625.3
1.5492,625.39
1.5493,625.47
1.5494,625.55
1.5495,625.64
1.5496,625.72
1.5497,625.8
1.5498,625.89
1.5499,625.97
1.55,626.05
1.5501,626.13
1.5502,626.22
1.5503,626.3
1.5504,626.38
1.5505,626.47
1.5506,626.55
1.5507,626.63
1.5508,626.71
1.5509,626.8
1.551,626.88
1.5511,626.96
1.5512,627.04
1.5513,627.12
1.5514,627.21
1.5515,627.29
1.5516,627.37
1.5517,627.45
1.5518,627.53
1.5519,627.61
1.552,627.69
1.5521,627.78
1.5522,627.86
1.5523,627.94
1.5524,628.02
1.5525,628.1
1.5526,628.18
1.5527,628.26
1.5528,628.34
1.5529,628.42
1.553,628.5
1.5531,628.59
1.5532,628.67
1.5533,628.75
1.5534,628.83
1.5535,628.91
1.5536,628.99
1.5537,629.07
1.5538,629.15
1.5539,629.23
1.554,629.31
1.5541,629.39
1.5542,629.47
1.5543,629.55
1.5544,629.63
1.5545,629.71
1.5546,629.79
1.5547,629.86
1.5548,629.94
1.5549,630.02
1.555,630.1
1.5551,630.18
1.5552,630.26
1.5553,630.34
1.5554,630.42
1.5555,630.5
1.5556,630.58
1.5557,630.65
1.5558,630.73
1.5559,630.81
1.556,630.89
1.5561,630.97
1.5562,631.05
1.5563,631.12
1.5564,631.2
1.5565,631.28
1.5566,631.36
1.5567,631.44
1.5568,631.51
1.5569,631.59
1.557,631.67
1.5571,631.75
1.5572,631.83
1.5573,631.9
1.5574,631.98
1.5575,632.06
1.5576,632.13
1.5577,632.21
1.5578,632.29
1.5579,632.37
1.558,632.44
1.5581,632.52
1.5582,632.6
1.5583,632.67
1.5584,632.75
1.5585,632.83
1.5586,632.9
1.5587,632.98
1.5588,633.06
1.5589,633.13
1.559,633.21
1.5591,633.28
1.5592,633.36
1.5593,633.44
1.5594,633.51
1.5595,633.59
1.5596,633.66
1.5597,633.74
1.5598,633.81
1.5599,633.89
1.56,633.97
1.5601,634.04
1.5602,634.12
1.5603,634.19
1.5604,634.27
1.5605,634.34
1.5606,634.42
1.5607,634.49
1.5608,634.57
1.5609,634.64
1.561,634.72
1.5611,634.79
1.5612,634.86
1.5613,634.94
1.5614,635.01
1.5615,635.09
1.5616,635.16
1.5617,635.24
1.5618,635.31
1.5619,635.38
1.562,635.46
1.5621,635.53
1.5622,635.61
1.5623,635.68
1.5624,635.75
1.5625,635.83
1.5626,635.9
1.5627,635.97
1.5628,636.05
1.5629,636.12
1.563,636.19
1.5631,636.27
1.5632,636.34
1.5633,636.41
1.5634,636.49
1.5635,636.56
1.5636,636.63
1.5637,636.7
1.5638,636.78
1.5639,636.85
1.564,636.92
1.5641,636.99
1.5642,637.07
1.5643,637.14
1.5644,637.21
1.5645,637.28
1.5646,637.36
1.5647,637.43
1.5648,637.5
1.5649,637.57
1.565,637.64
1.5651,637.72
1.5652,637.79
1.5653,637.86
1.5654,637.93
1.5655,638
1.5656,638.07
1.5657,638.14
1.5658,638.21
1.5659,638.29
1.566,638.36
1.5661,638.43
1.5662,638.5
1.5663,638.57
1.5664,638.64
1.5665,638.71
1.5666,638.78
1.5667,638.85
1.5668,638.92
1.5669,638.99
1.567,639.06
1.5671,639.13
1.5672,639.2
1.5673,639.27
1.5674,639.34
1.5675,639.41
1.5676,639.48
1.5677,639.55
1.5678,639.62
1.5679,639.69
1.568,639.76
1.5681,639.83
1.5682,639.9
1.5683,639.97
1.5684,640.04
1.5685,640.11
1.5686,640.18
1.5687,640.25
1.5688,640.32
1.5689,640.39
1.569,640.45
1.5691,640.52
1.5692,640.59
1.5693,640.66
1.5694,640.73
1.5695,640.8
1.5696,640.87
1.5697,640.94
1.5698,641
1.5699,641.07
1.57,641.14
1.5701,641.21
1.5702,641.28
1.5703,641.34
1.5704,641.41
1.5705,641.48
1.5706,641.55
1.5707,641.62
1.5708,641.68
1.5709,641.75
1.571,641.82
1.5711,641.89
1.5712,641.95
1.5713,642.02
1.5714,642.09
1.5715,642.15
1.5716,642.22
1.5717,642.29
1.5718,642.36
1.5719,642.42
1.572,642.49
1.5721,642.56
1.5722,642.62
1.5723,642.69
1.5724,642.76
1.5725,642.82
1.5726,642.89
1.5727,642.95
1.5728,643.02
1.5729,643.09
1.573,643.15
1.5731,643.22
1.5732,643.28
1.5733,643.35
1.5734,643.42
1.5735,643.48
1.5736,643.55
1.5737,643.61
1.5738,643.68
1.5739,643.74
1.574,643.81
1.5741,643.88
1.5742,643.94
1.5743,644.01
1.5744,644.07
1.5745,644.14
1.5746,644.2
1.5747,644.27
1.5748,644.33
1.5749,644.4
1.575,644.46
1.5751,644.52
1.5752,644.59
1.5753,644.65
1.5754,644.72
1.5755,644.78
1.5756,644.85
1.5757,644.91
1.5758,644.98
1.5759,645.04
1.576,645.1
1.5761,645.17
1.5762,645.23
1.5763,645.3
1.5764,645.36
1.5765,645.42
1.5766,645.49
1.5767,645.55
1.5768,645.61
1.5769,645.68
1.577,645.74
1.5771,645.8
1.5772,645.87
1.5773,645.93
1.5774,645.99
1.5775,646.06
1.5776,646.12
1.5777,646.18
1.5778,646.24
1.5779,646.31
1.578,646.37
1.5781,646.43
1.5782,646.5
1.5783,646.56
1.5784,646.62
1.5785,646.68
1.5786,646.74
1.5787,646.81
1.5788,646.87
1.5789,646.93
1.579,646.99
1.5791,647.06
1.5792,647.12
1.5793,647.18
1.5794,647.24
1.5795,647.3
1.5796,647.36
1.5797,647.43
1.5798,647.49
1.5799,647.55
1.58,647.61
1.5801,647.67
1.5802,647.73
1.5803,647.79
1.5804,647.85
1.5805,647.92
1.5806,647.98
1.5807,648.04
1.5808,648.1
1.5809,648.16
1.581,648.22
1.5811,648.28
1.5812,648.34
1.5813,648.4
1.5814,648.46
1.5815,648.52
1.5816,648.58
1.5817,648.64
1.5818,648.7
1.5819,648.76
1.582,648.82
1.5821,648.88
1.5822,648.94
1.5823,649
1.5824,649.06
1.5825,649.12
1.5826,649.18
1.5827,649.24
1.5828,649.3
1.5829,649.36
1.583,649.42
1.5831,649.48
1.5832,649.54
1.5833,649.6
1.5834,649.66
1.5835,649.72
1.5836,649.78
1.5837,649.83
1.5838,649.89
1.5839,649.95
1.584,650.01
1.5841,650.07
1.5842,650.13
1.5843,650.19
1.5844,650.25
1.5845,650.3
1.5846,650.36
1.5847,650.42
1.5848,650.48
1.5849,650.54
1.585,650.6
1.5851,650.65
1.5852,650.71
1.5853,650.77
1.5854,650.83
1.5855,650.89
1.5856,650.94
1.5857,651
1.5858,651.06
1.5859,651.12
1.586,651.17
1.5861,651.23
1.5862,651.29
1.5863,651.35
1.5864,651.4
1.5865,651.46
1.5866,651.52
1.5867,651.57
1.5868,651.63
1.5869,651.69
1.587,651.75
1.5871,651.8
1.5872,651.86
1.5873,651.92
1.5874,651.97
1.5875,652.03
1.5876,652.09
1.5877,652.14
1.5878,652.2
1.5879,652.25
1.588,652.31
1.5881,652.37
1.5882,652.42
1.5883,652.48
1.5884,652.53
1.5885,652.59
1.5886,652.65
1.5887,652.7
1.5888,652.76
1.5889,652.81
1.589,652.87
1.5891,652.93
1.5892,652.98
1.5893,653.04
1.5894,653.09
1.5895,653.15
1.5896,653.2
1.5897,653.26
1.5898,653.31
1.5899,653.37
1.59,653.42
1.5901,653.48
1.5902,653.53
1.5903,653.59
1.5904,653.64
1.5905,653.7
1.5906,653.75
1.5907,653.81
1.5908,653.86
1.5909,653.92
1.591,653.97
1.5911,654.02
1.5912,654.08
1.5913,654.13
1.5914,654.19
1.5915,654.24
1.5916,654.3
1.5917,654.35
1.5918,654.4
1.5919,654.46
1.592,654.51
1.5921,654.57
1.5922,654.62
1.5923,654.67
1.5924,654.73
1.5925,654.78
1.5926,654.83
1.5927,654.89
1.5928,654.94
1.5929,654.99
1.593,655.05
1.5931,655.1
1.5932,655.15
1.5933,655.21
1.5934,655.26
1.5935,655.31
1.5936,655.36
1.5937,655.42
1.5938,655.47
1.5939,655.52
1.594,655.58
1.5941,655.63
1.5942,655.68
1.5943,655.73
1.5944,655.79
1.5945,655.84
1.5946,655.89
1.5947,655.94
1.5948,656
1.5949,656.05
1.595,656.1
1.5951,656.15
1.5952,656.2
1.5953,656.26
1.5954,656.31
1.5955,656.36
1.5956,656.41
1.5957,656.46
1.5958,656.51
1.5959,656.57
1.596,656.62
1.5961,656.67
1.5962,656.72
1.5963,656.77
1.5964,656.82
1.5965,656.87
1.5966,656.93
1.5967,656.98
1.5968,657.03
1.5969,657.08
1.597,657.13
1.5971,657.18
1.5972,657.23
1.5973,657.28
1.5974,657.33
1.5975,657.38
1.5976,657.43
1.5977,657.48
1.5978,657.53
1.5979,657.59
1.598,657.64
1.5981,657.69
1.5982,657.74
1.5983,657.79
1.5984,657.84
1.5985,657.89
1.5986,657.94
1.5987,657.99
1.5988,658.04
1.5989,658.09
1.599,658.14
1.5991,658.19
1.5992,658.24
1.5993,658.29
1.5994,658.33
1.5995,658.38
1.5996,658.43
1.5997,658.48
1.5998,658.53
1.5999,658.58
1.6,658.63
1.6001,658.68
1.6002,658.73
1.6003,658.78
1.6004,658.83
1.6005,658.88
1.6006,658.93
1.6007,658.97
1.6008,659.02
1.6009,659.07
1.601,659.12
1.6011,659.17
1.6012,659.22
1.6013,659.27
1.6014,659.32
1.6015,659.36
1.6016,659.41
1.6017,659.46
1.6018,659.51
1.6019,659.56
1.602,659.61
1.6021,659.65
1.6022,659.7
1.6023,659.75
1.6024,659.8
1.6025,659.85
1.6026,659.89
1.6027,659.94
1.6028,659.99
1.6029,660.04
1.603,660.08
1.6031,660.13
1.6032,660.18
1.6033,660.23
1.6034,660.27
1.6035,660.32
1.6036,660.37
1.6037,660.42
1.6038,660.46
1.6039,660.51
1.604,660.56
1.6041,660.6
1.6042,660.65
1.6043,660.7
1.6044,660.74
1.6045,660.79
1.6046,660.84
1.6047,660.89
1.6048,660.93
1.6049,660.98
1.605,661.03
1.6051,661.07
1.6052,661.12
1.6053,661.16
1.6054,661.21
1.6055,661.26
1.6056,661.3
1.6057,661.35
1.6058,661.4
1.6059,661.44
1.606,661.49
1.6061,661.53
1.6062,661.58
1.6063,661.63
1.6064,661.67
1.6065,661.72
1.6066,661.76
1.6067,661.81
1.6068,661.85
1.6069,661.9
1.607,661.95
1.6071,661.99
1.6072,662.04
1.6073,662.08
1.6074,662.13
1.6075,662.17
1.6076,662.22
1.6077,662.26
1.6078,662.31
1.6079,662.35
1.608,662.4
1.6081,662.44
1.6082,662.49
1.6083,662.53
1.6084,662.58
1.6085,662.62
1.6086,662.67
1.6087,662.71
1.6088,662.76
1.6089,662.8
1.609,662.85
1.6091,662.89
1.6092,662.93
1.6093,662.98
1.6094,663.02
1.6095,663.07
1.6096,663.11
1.6097,663.16
1.6098,663.2
1.6099,663.24
1.61,663.29
1.6101,663.33
1.6102,663.38
1.6103,663.42
1.6104,663.46
1.6105,663.51
1.6106,663.55
1.6107,663.59
1.6108,663.64
1.6109,663.68
1.611,663.73
1.6111,663.77
1.6112,663.81
1.6113,663.86
1.6114,663.9
1.6115,663.94
1.6116,663.99
1.6117,664.03
1.6118,664.07
1.6119,664.11
1.612,664.16
1.6121,664.2
1.6122,664.24
1.6123,664.29
1.6124,664.33
1.6125,664.37
1.6126,664.41
1.6127,664.46
1.6128,664.5
1.6129,664.54
1.613,664.58
1.6131,664.63
1.6132,664.67
1.6133,664.71
1.6134,664.75
1.6135,664.8
1.6136,664.84
1.6137,664.88
1.6138,664.92
1.6139,664.97
1.614,665.01
1.6141,665.05
1.6142,665.09
1.6143,665.13
1.6144,665.18
1.6145,665.22
1.6146,665.26
1.6147,665.3
1.6148,665.34
1.6149,665.38
1.615,665.43
1.6151,665.47
1.6152,665.51
1.6153,665.55
1.6154,665.59
1.6155,665.63
1.6156,665.67
1.6157,665.71
1.6158,665.76
1.6159,665.8
1.616,665.84
1.6161,665.88
1.6162,665.92
1.6163,665.96
1.6164,666
1.6165,666.04
1.6166,666.08
1.6167,666.12
1.6168,666.17
1.6169,666.21
1.617,666.25
1.6171,666.29
1.6172,666.33
1.6173,666.37
1.6174,666.41
1.6175,666.45
1.6176,666.49
1.6177,666.53
1.6178,666.57
1.6179,666.61
1.618,666.65
1.6181,666.69
1.6182,666.73
1.6183,666.77
1.6184,666.81
1.6185,666.85
1.6186,666.89
1.6187,666.93
1.6188,666.97
1.6189,667.01
1.619,667.05
1.6191,667.09
1.6192,667.13
1.6193,667.17
1.6194,667.21
1.6195,667.25
1.6196,667.29
1.6197,667.33
1.6198,667.37
1.6199,667.4
1.62,667.44
1.6201,667.48
1.6202,667.52
1.6203,667.56
1.6204,667.6
1.6205,667.64
1.6206,667.68
1.6207,667.72
1.6208,667.76
1.6209,667.8
1.621,667.83
1.6211,667.87
1.6212,667.91
1.6213,667.95
1.6214,667.99
1.6215,668.03
1.6216,668.07
1.6217,668.1
1.6218,668.14
1.6219,668.18
1.622,668.22
1.6221,668.26
1.6222,668.3
1.6223,668.33
1.6224,668.37
1.6225,668.41
1.6226,668.45
1.6227,668.49
1.6228,668.52
1.6229,668.56
1.623,668.6
1.6231,668.64
1.6232,668.68
1.6233,668.71
1.6234,668.75
1.6235,668.79
1.6236,668.83
1.6237,668.86
1.6238,668.9
1.6239,668.94
1.624,668.98
1.6241,669.01
1.6242,669.05
1.6243,669.09
1.6244,669.13
1.6245,669.16
1.6246,669.2
1.6247,669.24
1.6248,669.28
1.6249,669.31
1.625,669.35
1.6251,669.39
1.6252,669.42
1.6253,669.46
1.6254,669.5
1.6255,669.53
1.6256,669.57
1.6257,669.61
1.6258,669.64
1.6259,669.68
1.626,669.72
1.6261,669.75
1.6262,669.79
1.6263,669.83
1.6264,669.86
1.6265,669.9
1.6266,669.94
1.6267,669.97
1.6268,670.01
1.6269,670.05
1.627,670.08
1.6271,670.12
1.6272,670.15
1.6273,670.19
1.6274,670.23
1.6275,670.26
1.6276,670.3
1.6277,670.33
1.6278,670.37
1.6279,670.41
1.628,670.44
1.6281,670.48
1.6282,670.51
1.6283,670.55
1.6284,670.58
1.6285,670.62
1.6286,670.66
1.6287,670.69
1.6288,670.73
1.6289,670.76
1.629,670.8
1.6291,670.83
1.6292,670.87
1.6293,670.9
1.6294,670.94
1.6295,670.97
1.6296,671.01
1.6297,671.04
1.6298,671.08
1.6299,671.11
1.63,671.15
1.6301,671.18
1.6302,671.22
1.6303,671.25
1.6304,671.29
1.6305,671.32
1.6306,671.36
1.6307,671.39
1.6308,671.43
1.6309,671.46
1.631,671.5
1.6311,671.53
1.6312,671.57
1.6313,671.6
1.6314,671.63
1.6315,671.67
1.6316,671.7
1.6317,671.74
1.6318,671.77
1.6319,671.81
1.632,671.84
1.6321,671.87
1.6322,671.91
1.6323,671.94
1.6324,671.98
1.6325,672.01
1.6326,672.04
1.6327,672.08
1.6328,672.11
1.6329,672.15
1.633,672.18
1.6331,672.21
1.6332,672.25
1.6333,672.28
1.6334,672.31
1.6335,672.35
1.6336,672.38
1.6337,672.41
1.6338,672.45
1.6339,672.48
1.634,672.51
1.6341,672.55
1.6342,672.58
1.6343,672.61
1.6344,672.65
1.6345,672.68
1.6346,672.71
1.6347,672.75
1.6348,672.78
1.6349,672.81
1.635,672.85
1.6351,672.88
1.6352,672.91
1.6353,672.94
1.6354,672.98
1.6355,673.01
1.6356,673.04
1.6357,673.08
1.6358,673.11
1.6359,673.14
1.636,673.17
1.6361,673.21
1.6362,673.24
1.6363,673.27
1.6364,673.3
1.6365,673.34
1.6366,673.37
1.6367,673.4
1.6368,673.43
1.6369,673.47
1.637,673.5
1.6371,673.53
1.6372,673.56
1.6373,673.59
1.6374,673.63
1.6375,673.66
1.6376,673.69
1.6377,673.72
1.6378,673.75
1.6379,673.79
1.638,673.82
1.6381,673.85
1.6382,673.88
1.6383,673.91
1.6384,673.94
1.6385,673.98
1.6386,674.01
1.6387,674.04
1.6388,674.07
1.6389,674.1
1.639,674.13
1.6391,674.17
1.6392,674.2
1.6393,674.23
1.6394,674.26
1.6395,674.29
1.6396,674.32
1.6397,674.35
1.6398,674.38
1.6399,674.42
1.64,674.45
1.6401,674.48
1.6402,674.51
1.6403,674.54
1.6404,674.57
1.6405,674.6
1.6406,674.63
1.6407,674.66
1.6408,674.69
1.6409,674.73
1.641,674.76
1.6411,674.79
1.6412,674.82
1.6413,674.85
1.6414,674.88
1.6415,674.91
1.6416,674.94
1.6417,674.97
1.6418,675
1.6419,675.03
1.642,675.06
1.6421,675.09
1.6422,675.12
1.6423,675.15
1.6424,675.18
1.6425,675.21
1.6426,675.24
1.6427,675.27
1.6428,675.3
1.6429,675.33
1.643,675.36
1.6431,675.39
1.6432,675.42
1.6433,675.45
1.6434,675.48
1.6435,675.51
1.6436,675.54
1.6437,675.57
1.6438,675.6
1.6439,675.63
1.644,675.66
1.6441,675.69
1.6442,675.72
1.6443,675.75
1.6444,675.78
1.6445,675.81
1.6446,675.84
1.6447,675.87
1.6448,675.9
1.6449,675.93
1.645,675.96
1.6451,675.99
1.6452,676.02
1.6453,676.04
1.6454,676.07
1.6455,676.1
1.6456,676.13
1.6457,676.16
1.6458,676.19
1.6459,676.22
1.646,676.25
1.6461,676.28
1.6462,676.31
1.6463,676.34
1.6464,676.36
1.6465,676.39
1.6466,676.42
1.6467,676.45
1.6468,676.48
1.6469,676.51
1.647,676.54
1.6471,676.57
1.6472,676.59
1.6473,676.62
1.6474,676.65
1.6475,676.68
1.6476,676.71
1.6477,676.74
1.6478,676.76
1.6479,676.79
1.648,676.82
1.6481,676.85
1.6482,676.88
1.6483,676.91
1.6484,676.93
1.6485,676.96
1.6486,676.99
1.6487,677.02
1.6488,677.05
1.6489,677.07
1.649,677.1
1.6491,677.13
1.6492,677.16
1.6493,677.19
1.6494,677.21
1.6495,677.24
1.6496,677.27
1.6497,677.3
1.6498,677.33
1.6499,677.35
1.65,677.38
1.6501,677.41
1.6502,677.44
1.6503,677.46
1.6504,677.49
1.6505,677.52
1.6506,677.55
1.6507,677.57
1.6508,677.6
1.6509,677.63
1.651,677.66
1.6511,677.68
1.6512,677.71
1.6513,677.74
1.6514,677.76
1.6515,677.79
1.6516,677.82
1.6517,677.85
1.6518,677.87
1.6519,677.9
1.652,677.93
1.6521,677.95
1.6522,677.98
1.6523,678.01
1.6524,678.04
1.6525,678.06
1.6526,678.09
1.6527,678.12
1.6528,678.14
1.6529,678.17
1.653,678.2
1.6531,678.22
1.6532,678.25
1.6533,678.28
1.6534,678.3
1.6535,678.33
1.6536,678.36
1.6537,678.38
1.6538,678.41
1.6539,678.43
1.654,678.46
1.6541,678.49
1.6542,678.51
1.6543,678.54
1.6544,678.57
1.6545,678.59
1.6546,678.62
1.6547,678.64
1.6548,678.67
1.6549,678.7
1.655,678.72
1.6551,678.75
1.6552,678.78
1.6553,678.8
1.6554,678.83
1.6555,678.85
1.6556,678.88
1.6557,678.9
1.6558,678.93
1.6559,678.96
1.656,678.98
1.6561,679.01
1.6562,679.03
1.6563,679.06
1.6564,679.09
1.6565,679.11
1.6566,679.14
1.6567,679.16
1.6568,679.19
1.6569,679.21
1.657,679.24
1.6571,679.26
1.6572,679.29
1.6573,679.31
1.6574,679.34
1.6575,679.37
1.6576,679.39
1.6577,679.42
1.6578,679.44
1.6579,679.47
1.658,679.49
1.6581,679.52
1.6582,679.54
1.6583,679.57
1.6584,679.59
1.6585,679.62
1.6586,679.64
1.6587,679.67
1.6588,679.69
1.6589,679.72
1.659,679.74
1.6591,679.77
1.6592,679.79
1.6593,679.82
1.6594,679.84
1.6595,679.87
1.6596,679.89
1.6597,679.91
1.6598,679.94
1.6599,679.96
1.66,679.99
1.6601,680.01
1.6602,680.04
1.6603,680.06
1.6604,680.09
1.6605,680.11
1.6606,680.14
1.6607,680.16
1.6608,680.18
1.6609,680.21
1.661,680.23
1.6611,680.26
1.6612,680.28
1.6613,680.31
1.6614,680.33
1.6615,680.35
1.6616,680.38
1.6617,680.4
1.6618,680.43
1.6619,680.45
1.662,680.47
1.6621,680.5
1.6622,680.52
1.6623,680.55
1.6624,680.57
1.6625,680.59
1.6626,680.62
1.6627,680.64
1.6628,680.66
1.6629,680.69
1.663,680.71
1.6631,680.74
1.6632,680.76
1.6633,680.78
1.6634,680.81
1.6635,680.83
1.6636,680.85
1.6637,680.88
1.6638,680.9
1.6639,680.92
1.664,680.95
1.6641,680.97
1.6642,680.99
1.6643,681.02
1.6644,681.04
1.6645,681.06
1.6646,681.09
1.6647,681.11
1.6648,681.13
1.6649,681.16
1.665,681.18
1.6651,681.2
1.6652,681.23
1.6653,681.25
1.6654,681.27
1.6655,681.3
1.6656,681.32
1.6657,681.34
1.6658,681.36
1.6659,681.39
1.666,681.41
1.6661,681.43
1.6662,681.46
1.6663,681.48
1.6664,681.5
1.6665,681.52
1.6666,681.55
1.6667,681.57
1.6668,681.59
1.6669,681.62
1.667,681.64
1.6671,681.66
1.6672,681.68
1.6673,681.71
1.6674,681.73
1.6675,681.75
1.6676,681.77
1.6677,681.8
1.6678,681.82
1.6679,681.84
1.668,681.86
1.6681,681.88
1.6682,681.91
1.6683,681.93
1.6684,681.95
1.6685,681.97
1.6686,682
1.6687,682.02
1.6688,682.04
1.6689,682.06
1.669,682.08
1.6691,682.11
1.6692,682.13
1.6693,682.15
1.6694,682.17
1.6695,682.19
1.6696,682.22
1.6697,682.24
1.6698,682.26
1.6699,682.28
1.67,682.3
1.6701,682.33
1.6702,682.35
1.6703,682.37
1.6704,682.39
1.6705,682.41
1.6706,682.43
1.6707,682.46
1.6708,682.48
1.6709,682.5
1.671,682.52
1.6711,682.54
1.6712,682.56
1.6713,682.59
1.6714,682.61
1.6715,682.63
1.6716,682.65
1.6717,682.67
1.6718,682.69
1.6719,682.71
1.672,682.73
1.6721,682.76
1.6722,682.78
1.6723,682.8
1.6724,682.82
1.6725,682.84
1.6726,682.86
1.6727,682.88
1.6728,682.9
1.6729,682.93
1.673,682.95
1.6731,682.97
1.6732,682.99
1.6733,683.01
1.6734,683.03
1.6735,683.05
1.6736,683.07
1.6737,683.09
1.6738,683.11
1.6739,683.13
1.674,683.16
1.6741,683.18
1.6742,683.2
1.6743,683.22
1.6744,683.24
1.6745,683.26
1.6746,683.28
1.6747,683.3
1.6748,683.32
1.6749,683.34
1.675,683.36
1.6751,683.38
1.6752,683.4
1.6753,683.42
1.6754,683.44
1.6755,683.46
1.6756,683.48
1.6757,683.51
1.6758,683.53
1.6759,683.55
1.676,683.57
1.6761,683.59
1.6762,683.61
1.6763,683.63
1.6764,683.65
1.6765,683.67
1.6766,683.69
1.6767,683.71
1.6768,683.73
1.6769,683.75
1.677,683.77
1.6771,683.79
1.6772,683.81
1.6773,683.83
1.6774,683.85
1.6775,683.87
1.6776,683.89
1.6777,683.91
1.6778,683.93
1.6779,683.95
1.678,683.97
1.6781,683.99
1.6782,684.01
1.6783,684.03
