time,V_MG
0.7126,798.18
0.7127,798.18
0.7128,798.18
0.7129,798.18
0.713,798.18
0.7131,798.19
0.7132,798.19
0.7133,798.19
0.7134,798.19
0.7135,798.2
0.7136,798.2
0.7137,798.2
0.7138,798.2
0.7139,798.21
0.714,798.21
0.7141,798.21
0.7142,798.21
0.7143,798.22
0.7144,798.22
0.7145,798.22
0.7146,798.22
0.7147,798.23
0.7148,798.23
0.7149,798.23
0.715,798.23
0.7151,798.23
0.7152,798.24
0.7153,798.24
0.7154,798.24
0.7155,798.24
0.7156,798.25
0.7157,798.25
0.7158,798.25
0.7159,798.25
0.716,798.26
0.7161,798.26
0.7162,798.26
0.7163,798.26
0.7164,798.26
0.7165,798.27
0.7166,798.27
0.7167,798.27
0.7168,798.27
0.7169,798.28
0.717,798.28
0.7171,798.28
0.7172,798.28
0.7173,798.29
0.7174,798.29
0.7175,798.29
0.7176,798.29
0.7177,798.29
0.7178,798.3
0.7179,798.3
0.718,798.3
0.7181,798.3
0.7182,798.31
0.7183,798.31
0.7184,798.31
0.7185,798.31
0.7186,798.32
0.7187,798.32
0.7188,798.32
0.7189,798.32
0.719,798.32
0.7191,798.33
0.7192,798.33
0.7193,798.33
0.7194,798.33
0.7195,798.34
0.7196,798.34
0.7197,798.34
0.7198,798.34
0.7199,798.34
0.72,798.35
0.7201,798.35
0.7202,798.35
0.7203,798.35
0.7204,798.36
0.7205,798.36
0.7206,798.36
0.7207,798.36
0.7208,798.36
0.7209,798.37
0.721,798.37
0.7211,798.37
0.7212,798.37
0.7213,798.38
0.7214,798.38
0.7215,798.38
0.7216,798.38
0.7217,798.38
0.7218,798.39
0.7219,798.39
0.722,798.39
0.7221,798.39
0.7222,798.39
0.7223,798.4
0.7224,798.4
0.7225,798.4
0.7226,798.4
0.7227,798.41
0.7228,798.41
0.7229,798.41
0.723,798.41
0.7231,798.41
0.7232,798.42
0.7233,798.42
0.7234,798.42
0.7235,798.42
0.7236,798.42
0.7237,798.43
0.7238,798.43
0.7239,798.43
0.724,798.43
0.7241,798.44
0.7242,798.44
0.7243,798.44
0.7244,798.44
0.7245,798.44
0.7246,798.45
0.7247,798.45
0.7248,798.45
0.7249,798.45
0.725,798.45
0.7251,798.46
0.7252,798.46
0.7253,798.46
0.7254,798.46
0.7255,798.46
0.7256,798.47
0.7257,798.47
0.7258,798.47
0.7259,798.47
0.726,798.48
0.7261,798.48
0.7262,798.48
0.7263,798.48
0.7264,798.48
0.7265,798.49
0.7266,798.49
0.7267,798.49
0.7268,798.49
0.7269,798.49
0.727,798.5
0.7271,798.5
0.7272,798.5
0.7273,798.5
0.7274,798.5
0.7275,798.51
0.7276,798.51
0.7277,798.51
0.7278,798.51
0.7279,798.51
0.728,798.52
0.7281,798.52
0.7282,798.52
0.7283,798.52
0.7284,798.52
0.7285,798.53
0.7286,798.53
0.7287,798.53
0.7288,798.53
0.7289,798.53
0.729,798.54
0.7291,798.54
0.7292,798.54
0.7293,798.54
0.7294,798.54
0.7295,798.55
0.7296,798.55
0.7297,798.55
0.7298,798.55
0.7299,798.55
0.73,798.56
0.7301,798.56
0.7302,798.56
0.7303,798.56
0.7304,798.56
0.7305,798.57
0.7306,798.57
0.7307,798.57
0.7308,798.57
0.7309,798.57
0.731,798.58
0.7311,798.58
0.7312,798.58
0.7313,798.58
0.7314,798.58
0.7315,798.59
0.7316,798.59
0.7317,798.59
0.7318,798.59
0.7319,798.59
0.732,798.6
0.7321,798.6
0.7322,798.6
0.7323,798.6
0.7324,798.6
0.7325,798.61
0.7326,798.61
0.7327,798.61
0.7328,798.61
0.7329,798.61
0.733,798.61
0.7331,798.62
0.7332,798.62
0.7333,798.62
0.7334,798.62
0.7335,798.62
0.7336,798.63
0.7337,798.63
0.7338,798.63
0.7339,798.63
0.734,798.63
0.7341,798.64
0.7342,798.64
0.7343,798.64
0.7344,798.64
0.7345,798.64
0.7346,798.65
0.7347,798.65
0.7348,798.65
0.7349,798.65
0.735,798.65
0.7351,798.65
0.7352,798.66
0.7353,798.66
0.7354,798.66
0.7355,798.66
0.7356,798.66
0.7357,798.67
0.7358,798.67
0.7359,798.67
0.736,798.67
0.7361,798.67
0.7362,798.68
0.7363,798.68
0.7364,798.68
0.7365,798.68
0.7366,798.68
0.7367,798.68
0.7368,798.69
0.7369,798.69
0.737,798.69
0.7371,798.69
0.7372,798.69
0.7373,798.7
0.7374,798.7
0.7375,798.7
0.7376,798.7
0.7377,798.7
0.7378,798.7
0.7379,798.71
0.738,798.71
0.7381,798.71
0.7382,798.71
0.7383,798.71
0.7384,798.72
0.7385,798.72
0.7386,798.72
0.7387,798.72
0.7388,798.72
0.7389,798.72
0.739,798.73
0.7391,798.73
0.7392,798.73
0.7393,798.73
0.7394,798.73
0.7395,798.73
0.7396,798.74
0.7397,798.74
0.7398,798.74
0.7399,798.74
0.74,798.74
0.7401,798.75
0.7402,798.75
0.7403,798.75
0.7404,798.75
0.7405,798.75
0.7406,798.75
0.7407,798.76
0.7408,798.76
0.7409,798.76
0.741,798.76
0.7411,798.76
0.7412,798.76
0.7413,798.77
0.7414,798.77
0.7415,798.77
0.7416,798.77
0.7417,798.77
0.7418,798.78
0.7419,798.78
0.742,798.78
0.7421,798.78
0.7422,798.78
0.7423,798.78
0.7424,798.79
0.7425,798.79
0.7426,798.79
0.7427,798.79
0.7428,798.79
0.7429,798.79
0.743,798.8
0.7431,798.8
0.7432,798.8
0.7433,798.8
0.7434,798.8
0.7435,798.8
0.7436,798.81
0.7437,798.81
0.7438,798.81
0.7439,798.81
0.744,798.81
0.7441,798.81
0.7442,798.82
0.7443,798.82
0.7444,798.82
0.7445,798.82
0.7446,798.82
0.7447,798.82
0.7448,798.83
0.7449,798.83
0.745,798.83
0.7451,798.83
0.7452,798.83
0.7453,798.83
0.7454,798.84
0.7455,798.84
0.7456,798.84
0.7457,798.84
0.7458,798.84
0.7459,798.84
0.746,798.85
0.7461,798.85
0.7462,798.85
0.7463,798.85
0.7464,798.85
0.7465,798.85
0.7466,798.86
0.7467,798.86
0.7468,798.86
0.7469,798.86
0.747,798.86
0.7471,798.86
0.7472,798.87
0.7473,798.87
0.7474,798.87
0.7475,798.87
0.7476,798.87
0.7477,798.87
0.7478,798.88
0.7479,798.88
0.748,798.88
0.7481,798.88
0.7482,798.88
0.7483,798.88
0.7484,798.89
0.7485,798.89
0.7486,798.89
0.7487,798.89
0.7488,798.89
0.7489,798.89
0.749,798.9
0.7491,798.9
0.7492,798.9
0.7493,798.9
0.7494,798.9
0.7495,798.9
0.7496,798.9
0.7497,798.91
0.7498,798.91
0.7499,798.91
0.75,798.91
0.7501,798.91
0.7502,798.91
0.7503,798.92
0.7504,798.92
0.7505,798.92
0.7506,798.92
0.7507,798.92
0.7508,798.92
0.7509,798.93
0.751,798.93
0.7511,798.93
0.7512,798.93
0.7513,798.93
0.7514,798.93
0.7515,798.93
0.7516,798.94
0.7517,798.94
0.7518,798.94
0.7519,798.94
0.752,798.94
0.7521,798.94
0.7522,798.95
0.7523,798.95
0.7524,798.95
0.7525,798.95
0.7526,798.95
0.7527,798.95
0.7528,798.95
0.7529,798.96
0.753,798.96
0.7531,798.96
0.7532,798.96
0.7533,798.96
0.7534,798.96
0.7535,798.97
0.7536,798.97
0.7537,798.97
0.7538,798.97
0.7539,798.97
0.754,798.97
0.7541,798.97
0.7542,798.98
0.7543,798.98
0.7544,798.98
0.7545,798.98
0.7546,798.98
0.7547,798.98
0.7548,798.98
0.7549,798.99
0.755,798.99
0.7551,798.99
0.7552,798.99
0.7553,798.99
0.7554,798.99
0.7555,799
0.7556,799
0.7557,799
0.7558,799
0.7559,799
0.756,799
0.7561,799
0.7562,799.01
0.7563,799.01
0.7564,799.01
0.7565,799.01
0.7566,799.01
0.7567,799.01
0.7568,799.01
0.7569,799.02
0.757,799.02
0.7571,799.02
0.7572,799.02
0.7573,799.02
0.7574,799.02
0.7575,799.02
0.7576,799.03
0.7577,799.03
0.7578,799.03
0.7579,799.03
0.758,799.03
0.7581,799.03
0.7582,799.03
0.7583,799.04
0.7584,799.04
0.7585,799.04
0.7586,799.04
0.7587,799.04
0.7588,799.04
0.7589,799.04
0.759,799.05
0.7591,799.05
0.7592,799.05
0.7593,799.05
0.7594,799.05
0.7595,799.05
0.7596,799.05
0.7597,799.06
0.7598,799.06
0.7599,799.06
0.76,799.06
0.7601,799.06
0.7602,799.06
0.7603,799.06
0.7604,799.07
0.7605,799.07
0.7606,799.07
0.7607,799.07
0.7608,799.07
0.7609,799.07
0.761,799.07
0.7611,799.08
0.7612,799.08
0.7613,799.08
0.7614,799.08
0.7615,799.08
0.7616,799.08
0.7617,799.08
0.7618,799.09
0.7619,799.09
0.762,799.09
0.7621,799.09
0.7622,799.09
0.7623,799.09
0.7624,799.09
0.7625,799.1
0.7626,799.1
0.7627,799.1
0.7628,799.1
0.7629,799.1
0.763,799.1
0.7631,799.1
0.7632,799.1
0.7633,799.11
0.7634,799.11
0.7635,799.11
0.7636,799.11
0.7637,799.11
0.7638,799.11
0.7639,799.11
0.764,799.12
0.7641,799.12
0.7642,799.12
0.7643,799.12
0.7644,799.12
0.7645,799.12
0.7646,799.12
0.7647,799.12
0.7648,799.13
0.7649,799.13
0.765,799.13
0.7651,799.13
0.7652,799.13
0.7653,799.13
0.7654,799.13
0.7655,799.14
0.7656,799.14
0.7657,799.14
0.7658,799.14
0.7659,799.14
0.766,799.14
0.7661,799.14
0.7662,799.14
0.7663,799.15
0.7664,799.15
0.7665,799.15
0.7666,799.15
0.7667,799.15
0.7668,799.15
0.7669,799.15
0.767,799.16
0.7671,799.16
0.7672,799.16
0.7673,799.16
0.7674,799.16
0.7675,799.16
0.7676,799.16
0.7677,799.16
0.7678,799.17
0.7679,799.17
0.768,799.17
0.7681,799.17
0.7682,799.17
0.7683,799.17
0.7684,799.17
0.7685,799.17
0.7686,799.18
0.7687,799.18
0.7688,799.18
0.7689,799.18
0.769,799.18
0.7691,799.18
0.7692,799.18
0.7693,799.18
0.7694,799.19
0.7695,799.19
0.7696,799.19
0.7697,799.19
0.7698,799.19
0.7699,799.19
0.77,799.19
0.7701,799.19
0.7702,799.2
0.7703,799.2
0.7704,799.2
0.7705,799.2
0.7706,799.2
0.7707,799.2
0.7708,799.2
0.7709,799.2
0.771,799.21
0.7711,799.21
0.7712,799.21
0.7713,799.21
0.7714,799.21
0.7715,799.21
0.7716,799.21
0.7717,799.21
0.7718,799.22
0.7719,799.22
0.772,799.22
0.7721,799.22
0.7722,799.22
0.7723,799.22
0.7724,799.22
0.7725,799.22
0.7726,799.23
0.7727,799.23
0.7728,799.23
0.7729,799.23
0.773,799.23
0.7731,799.23
0.7732,799.23
0.7733,799.23
0.7734,799.24
0.7735,799.24
0.7736,799.24
0.7737,799.24
0.7738,799.24
0.7739,799.24
0.774,799.24
0.7741,799.24
0.7742,799.24
0.7743,799.25
0.7744,799.25
0.7745,799.25
0.7746,799.25
0.7747,799.25
0.7748,799.25
0.7749,799.25
0.775,799.25
0.7751,799.26
0.7752,799.26
0.7753,799.26
0.7754,799.26
0.7755,799.26
0.7756,799.26
0.7757,799.26
0.7758,799.26
0.7759,799.27
0.776,799.27
0.7761,799.27
0.7762,799.27
0.7763,799.27
0.7764,799.27
0.7765,799.27
0.7766,799.27
0.7767,799.27
0.7768,799.28
0.7769,799.28
0.777,799.28
0.7771,799.28
0.7772,799.28
0.7773,799.28
0.7774,799.28
0.7775,799.28
0.7776,799.28
0.7777,799.29
0.7778,799.29
0.7779,799.29
0.778,799.29
0.7781,799.29
0.7782,799.29
0.7783,799.29
0.7784,799.29
0.7785,799.3
0.7786,799.3
0.7787,799.3
0.7788,799.3
0.7789,799.3
0.779,799.3
0.7791,799.3
0.7792,799.3
0.7793,799.3
0.7794,799.31
0.7795,799.31
0.7796,799.31
0.7797,799.31
0.7798,799.31
0.7799,799.31
0.78,799.31
0.7801,799.31
0.7802,799.31
0.7803,799.32
0.7804,799.32
0.7805,799.32
0.7806,799.32
0.7807,799.32
0.7808,799.32
0.7809,799.32
0.781,799.32
0.7811,799.32
0.7812,799.33
0.7813,799.33
0.7814,799.33
0.7815,799.33
0.7816,799.33
0.7817,799.33
0.7818,799.33
0.7819,799.33
0.782,799.33
0.7821,799.34
0.7822,799.34
0.7823,799.34
0.7824,799.34
0.7825,799.34
0.7826,799.34
0.7827,799.34
0.7828,799.34
0.7829,799.34
0.783,799.34
0.7831,799.35
0.7832,799.35
0.7833,799.35
0.7834,799.35
0.7835,799.35
0.7836,799.35
0.7837,799.35
0.7838,799.35
0.7839,799.35
0.784,799.36
0.7841,799.36
0.7842,799.36
0.7843,799.36
0.7844,799.36
0.7845,799.36
0.7846,799.36
0.7847,799.36
0.7848,799.36
0.7849,799.37
0.785,799.37
0.7851,799.37
0.7852,799.37
0.7853,799.37
0.7854,799.37
0.7855,799.37
0.7856,799.37
0.7857,799.37
0.7858,799.37
0.7859,799.38
0.786,799.38
0.7861,799.38
0.7862,799.38
0.7863,799.38
0.7864,799.38
0.7865,799.38
0.7866,799.38
0.7867,799.38
0.7868,799.39
0.7869,799.39
0.787,799.39
0.7871,799.39
0.7872,799.39
0.7873,799.39
0.7874,799.39
0.7875,799.39
0.7876,799.39
0.7877,799.39
0.7878,799.4
0.7879,799.4
0.788,799.4
0.7881,799.4
0.7882,799.4
0.7883,799.4
0.7884,799.4
0.7885,799.4
0.7886,799.4
0.7887,799.4
0.7888,799.41
0.7889,799.41
0.789,799.41
0.7891,799.41
0.7892,799.41
0.7893,799.41
0.7894,799.41
0.7895,799.41
0.7896,799.41
0.7897,799.41
0.7898,799.42
0.7899,799.42
0.79,799.42
0.7901,799.42
0.7902,799.42
0.7903,799.42
0.7904,799.42
0.7905,799.42
0.7906,799.42
0.7907,799.42
0.7908,799.43
0.7909,799.43
0.791,799.43
0.7911,799.43
0.7912,799.43
0.7913,799.43
0.7914,799.43
0.7915,799.43
0.7916,799.43
0.7917,799.43
0.7918,799.44
0.7919,799.44
0.792,799.44
0.7921,799.44
0.7922,799.44
0.7923,799.44
0.7924,799.44
0.7925,799.44
0.7926,799.44
0.7927,799.44
0.7928,799.44
0.7929,799.45
0.793,799.45
0.7931,799.45
0.7932,799.45
0.7933,799.45
0.7934,799.45
0.7935,799.45
0.7936,799.45
0.7937,799.45
0.7938,799.45
0.7939,799.46
0.794,799.46
0.7941,799.46
0.7942,799.46
0.7943,799.46
0.7944,799.46
0.7945,799.46
0.7946,799.46
0.7947,799.46
0.7948,799.46
0.7949,799.46
0.795,799.47
0.7951,799.47
0.7952,799.47
0.7953,799.47
0.7954,799.47
0.7955,799.47
0.7956,799.47
0.7957,799.47
0.7958,799.47
0.7959,799.47
0.796,799.48
0.7961,799.48
0.7962,799.48
0.7963,799.48
0.7964,799.48
0.7965,799.48
0.7966,799.48
0.7967,799.48
0.7968,799.48
0.7969,799.48
0.797,799.48
0.7971,799.49
0.7972,799.49
0.7973,799.49
0.7974,799.49
0.7975,799.49
0.7976,799.49
0.7977,799.49
0.7978,799.49
0.7979,799.49
0.798,799.49
0.7981,799.49
0.7982,799.5
0.7983,799.5
0.7984,799.5
0.7985,799.5
0.7986,799.5
0.7987,799.5
0.7988,799.5
0.7989,799.5
0.799,799.5
0.7991,799.5
0.7992,799.5
0.7993,799.51
0.7994,799.51
0.7995,799.51
0.7996,799.51
0.7997,799.51
0.7998,799.51
0.7999,799.51
0.8,799.51
0.8001,799.51
0.8002,799.51
0.8003,799.51
0.8004,799.51
0.8005,799.52
0.8006,799.52
0.8007,799.52
0.8008,799.52
0.8009,799.52
0.801,799.52
0.8011,799.52
0.8012,799.52
0.8013,799.52
0.8014,799.52
0.8015,799.52
0.8016,799.53
0.8017,799.53
0.8018,799.53
0.8019,799.53
0.802,799.53
0.8021,799.53
0.8022,799.53
0.8023,799.53
0.8024,799.53
0.8025,799.53
0.8026,799.53
0.8027,799.53
0.8028,799.54
0.8029,799.54
0.803,799.54
0.8031,799.54
0.8032,799.54
0.8033,799.54
0.8034,799.54
0.8035,799.54
0.8036,799.54
0.8037,799.54
0.8038,799.54
0.8039,799.54
0.804,799.55
0.8041,799.55
0.8042,799.55
0.8043,799.55
0.8044,799.55
0.8045,799.55
0.8046,799.55
0.8047,799.55
0.8048,799.55
0.8049,799.55
0.805,799.55
0.8051,799.55
0.8052,799.56
0.8053,799.56
0.8054,799.56
0.8055,799.56
0.8056,799.56
0.8057,799.56
0.8058,799.56
0.8059,799.56
0.806,799.56
0.8061,799.56
0.8062,799.56
0.8063,799.56
0.8064,799.57
0.8065,799.57
0.8066,799.57
0.8067,799.57
0.8068,799.57
0.8069,799.57
0.807,799.57
0.8071,799.57
0.8072,799.57
0.8073,799.57
0.8074,799.57
0.8075,799.57
0.8076,799.58
0.8077,799.58
0.8078,799.58
0.8079,799.58
0.808,799.58
0.8081,799.58
0.8082,799.58
0.8083,799.58
0.8084,799.58
0.8085,799.58
0.8086,799.58
0.8087,799.58
0.8088,799.59
0.8089,799.59
0.809,799.59
0.8091,799.59
0.8092,799.59
0.8093,799.59
0.8094,799.59
0.8095,799.59
0.8096,799.59
0.8097,799.59
0.8098,799.59
0.8099,799.59
0.81,799.59
0.8101,799.6
0.8102,799.6
0.8103,799.6
0.8104,799.6
0.8105,799.6
0.8106,799.6
0.8107,799.6
0.8108,799.6
0.8109,799.6
0.811,799.6
0.8111,799.6
0.8112,799.6
0.8113,799.6
0.8114,799.61
0.8115,799.61
0.8116,799.61
0.8117,799.61
0.8118,799.61
0.8119,799.61
0.812,799.61
0.8121,799.61
0.8122,799.61
0.8123,799.61
0.8124,799.61
0.8125,799.61
0.8126,799.61
0.8127,799.62
0.8128,799.62
0.8129,799.62
0.813,799.62
0.8131,799.62
0.8132,799.62
0.8133,799.62
0.8134,799.62
0.8135,799.62
0.8136,799.62
0.8137,799.62
0.8138,799.62
0.8139,799.62
0.814,799.63
0.8141,799.63
0.8142,799.63
0.8143,799.63
0.8144,799.63
0.8145,799.63
0.8146,799.63
0.8147,799.63
0.8148,799.63
0.8149,799.63
0.815,799.63
0.8151,799.63
0.8152,799.63
0.8153,799.63
0.8154,799.64
0.8155,799.64
0.8156,799.64
0.8157,799.64
0.8158,799.64
0.8159,799.64
0.816,799.64
0.8161,799.64
0.8162,799.64
0.8163,799.64
0.8164,799.64
0.8165,799.64
0.8166,799.64
0.8167,799.64
0.8168,799.65
0.8169,799.65
0.817,799.65
0.8171,799.65
0.8172,799.65
0.8173,799.65
0.8174,799.65
0.8175,799.65
0.8176,799.65
0.8177,799.65
0.8178,799.65
0.8179,799.65
0.818,799.65
0.8181,799.66
0.8182,799.66
0.8183,799.66
0.8184,799.66
0.8185,799.66
0.8186,799.66
0.8187,799.66
0.8188,799.66
0.8189,799.66
0.819,799.66
0.8191,799.66
0.8192,799.66
0.8193,799.66
0.8194,799.66
0.8195,799.66
0.8196,799.67
0.8197,799.67
0.8198,799.67
0.8199,799.67
0.82,799.67
0.8201,799.67
0.8202,799.67
0.8203,799.67
0.8204,799.67
0.8205,799.67
0.8206,799.67
0.8207,799.67
0.8208,799.67
0.8209,799.67
0.821,799.68
0.8211,799.68
0.8212,799.68
0.8213,799.68
0.8214,799.68
0.8215,799.68
0.8216,799.68
0.8217,799.68
0.8218,799.68
0.8219,799.68
0.822,799.68
0.8221,799.68
0.8222,799.68
0.8223,799.68
0.8224,799.68
0.8225,799.69
0.8226,799.69
0.8227,799.69
0.8228,799.69
0.8229,799.69
0.823,799.69
0.8231,799.69
0.8232,799.69
0.8233,799.69
0.8234,799.69
0.8235,799.69
0.8236,799.69
0.8237,799.69
0.8238,799.69
0.8239,799.69
0.824,799.7
0.8241,799.7
0.8242,799.7
0.8243,799.7
0.8244,799.7
0.8245,799.7
0.8246,799.7
0.8247,799.7
0.8248,799.7
0.8249,799.7
0.825,799.7
0.8251,799.7
0.8252,799.7
0.8253,799.7
0.8254,799.7
0.8255,799.71
0.8256,799.71
0.8257,799.71
0.8258,799.71
0.8259,799.71
0.826,799.71
0.8261,799.71
0.8262,799.71
0.8263,799.71
0.8264,799.71
0.8265,799.71
0.8266,799.71
0.8267,799.71
0.8268,799.71
0.8269,799.71
0.827,799.72
0.8271,799.72
0.8272,799.72
0.8273,799.72
0.8274,799.72
0.8275,799.72
0.8276,799.72
0.8277,799.72
0.8278,799.72
0.8279,799.72
0.828,799.72
0.8281,799.72
0.8282,799.72
0.8283,799.72
0.8284,799.72
0.8285,799.72
0.8286,799.73
0.8287,799.73
0.8288,799.73
0.8289,799.73
0.829,799.73
0.8291,799.73
0.8292,799.73
0.8293,799.73
0.8294,799.73
0.8295,799.73
0.8296,799.73
0.8297,799.73
0.8298,799.73
0.8299,799.73
0.83,799.73
0.8301,799.73
0.8302,799.74
0.8303,799.74
0.8304,799.74
0.8305,799.74
0.8306,799.74
0.8307,799.74
0.8308,799.74
0.8309,799.74
0.831,799.74
0.8311,799.74
0.8312,799.74
0.8313,799.74
0.8314,799.74
0.8315,799.74
0.8316,799.74
0.8317,799.74
0.8318,799.74
0.8319,799.75
0.832,799.75
0.8321,799.75
0.8322,799.75
0.8323,799.75
0.8324,799.75
0.8325,799.75
0.8326,799.75
0.8327,799.75
0.8328,799.75
0.8329,799.75
0.833,799.75
0.8331,799.75
0.8332,799.75
0.8333,799.75
0.8334,799.75
0.8335,799.75
0.8336,799.76
0.8337,799.76
0.8338,799.76
0.8339,799.76
0.834,799.76
0.8341,799.76
0.8342,799.76
0.8343,799.76
0.8344,799.76
0.8345,799.76
0.8346,799.76
0.8347,799.76
0.8348,799.76
0.8349,799.76
0.835,799.76
0.8351,799.76
0.8352,799.76
0.8353,799.77
0.8354,799.77
0.8355,799.77
0.8356,799.77
0.8357,799.77
0.8358,799.77
0.8359,799.77
0.836,799.77
0.8361,799.77
0.8362,799.77
0.8363,799.77
0.8364,799.77
0.8365,799.77
0.8366,799.77
0.8367,799.77
0.8368,799.77
0.8369,799.77
0.837,799.78
0.8371,799.78
0.8372,799.78
0.8373,799.78
0.8374,799.78
0.8375,799.78
0.8376,799.78
0.8377,799.78
0.8378,799.78
0.8379,799.78
0.838,799.78
0.8381,799.78
0.8382,799.78
0.8383,799.78
0.8384,799.78
0.8385,799.78
0.8386,799.78
0.8387,799.78
0.8388,799.79
0.8389,799.79
0.839,799.79
0.8391,799.79
0.8392,799.79
0.8393,799.79
0.8394,799.79
0.8395,799.79
0.8396,799.79
0.8397,799.79
0.8398,799.79
0.8399,799.79
0.84,799.79
0.8401,799.79
0.8402,799.79
0.8403,799.79
0.8404,799.79
0.8405,799.79
0.8406,799.79
0.8407,799.8
0.8408,799.8
0.8409,799.8
0.841,799.8
0.8411,799.8
0.8412,799.8
0.8413,799.8
0.8414,799.8
0.8415,799.8
0.8416,799.8
0.8417,799.8
0.8418,799.8
0.8419,799.8
0.842,799.8
0.8421,799.8
0.8422,799.8
0.8423,799.8
0.8424,799.8
0.8425,799.81
0.8426,799.81
0.8427,799.81
0.8428,799.81
0.8429,799.81
0.843,799.81
0.8431,799.81
0.8432,799.81
0.8433,799.81
0.8434,799.81
0.8435,799.81
0.8436,799.81
0.8437,799.81
0.8438,799.81
0.8439,799.81
0.844,799.81
0.8441,799.81
0.8442,799.81
0.8443,799.81
0.8444,799.82
0.8445,799.82
0.8446,799.82
0.8447,799.82
0.8448,799.82
0.8449,799.82
0.845,799.82
0.8451,799.82
0.8452,799.82
0.8453,799.82
0.8454,799.82
0.8455,799.82
0.8456,799.82
0.8457,799.82
0.8458,799.82
0.8459,799.82
0.846,799.82
0.8461,799.82
0.8462,799.82
0.8463,799.82
0.8464,799.83
0.8465,799.83
0.8466,799.83
0.8467,799.83
0.8468,799.83
0.8469,799.83
0.847,799.83
0.8471,799.83
0.8472,799.83
0.8473,799.83
0.8474,799.83
0.8475,799.83
0.8476,799.83
0.8477,799.83
0.8478,799.83
0.8479,799.83
0.848,799.83
0.8481,799.83
0.8482,799.83
0.8483,799.83
0.8484,799.84
0.8485,799.84
0.8486,799.84
0.8487,799.84
0.8488,799.84
0.8489,799.84
0.849,799.84
0.8491,799.84
0.8492,799.84
0.8493,799.84
0.8494,799.84
0.8495,799.84
0.8496,799.84
0.8497,799.84
0.8498,799.84
0.8499,799.84
0.85,799.84
0.8501,799.84
0.8502,799.84
0.8503,799.84
0.8504,799.84
0.8505,799.85
0.8506,799.85
0.8507,799.85
0.8508,799.85
0.8509,799.85
0.851,799.85
0.8511,799.85
0.8512,799.85
0.8513,799.85
0.8514,799.85
0.8515,799.85
0.8516,799.85
0.8517,799.85
0.8518,799.85
0.8519,799.85
0.852,799.85
0.8521,799.85
0.8522,799.85
0.8523,799.85
0.8524,799.85
0.8525,799.85
0.8526,799.86
0.8527,799.86
0.8528,799.86
0.8529,799.86
0.853,799.86
0.8531,799.86
0.8532,799.86
0.8533,799.86
0.8534,799.86
0.8535,799.86
0.8536,799.86
0.8537,799.86
0.8538,799.86
0.8539,799.86
0.854,799.86
0.8541,799.86
0.8542,799.86
0.8543,799.86
0.8544,799.86
0.8545,799.86
0.8546,799.86
0.8547,799.86
0.8548,799.87
0.8549,799.87
0.855,799.87
0.8551,799.87
0.8552,799.87
0.8553,799.87
0.8554,799.87
0.8555,799.87
0.8556,799.87
0.8557,799.87
0.8558,799.87
0.8559,799.87
0.856,799.87
0.8561,799.87
0.8562,799.87
0.8563,799.87
0.8564,799.87
0.8565,799.87
0.8566,799.87
0.8567,799.87
0.8568,799.87
0.8569,799.87
0.857,799.88
0.8571,799.88
0.8572,799.88
0.8573,799.88
0.8574,799.88
0.8575,799.88
0.8576,799.88
0.8577,799.88
0.8578,799.88
0.8579,799.88
0.858,799.88
0.8581,799.88
0.8582,799.88
0.8583,799.88
0.8584,799.88
0.8585,799.88
0.8586,799.88
0.8587,799.88
0.8588,799.88
0.8589,799.88
0.859,799.88
0.8591,799.88
0.8592,799.88
0.8593,799.88
0.8594,799.89
0.8595,799.89
0.8596,799.89
0.8597,799.89
0.8598,799.89
0.8599,799.89
0.86,799.89
0.8601,799.89
0.8602,799.89
0.8603,799.89
0.8604,799.89
0.8605,799.89
0.8606,799.89
0.8607,799.89
0.8608,799.89
0.8609,799.89
0.861,799.89
0.8611,799.89
0.8612,799.89
0.8613,799.89
0.8614,799.89
0.8615,799.89
0.8616,799.89
0.8617,799.9
0.8618,799.9
0.8619,799.9
0.862,799.9
0.8621,799.9
0.8622,799.9
0.8623,799.9
0.8624,799.9
0.8625,799.9
0.8626,799.9
0.8627,799.9
0.8628,799.9
0.8629,799.9
0.863,799.9
0.8631,799.9
0.8632,799.9
0.8633,799.9
0.8634,799.9
0.8635,799.9
0.8636,799.9
0.8637,799.9
0.8638,799.9
0.8639,799.9
0.864,799.9
0.8641,799.9
0.8642,799.91
0.8643,799.91
0.8644,799.91
0.8645,799.91
0.8646,799.91
0.8647,799.91
0.8648,799.91
0.8649,799.91
0.865,799.91
0.8651,799.91
0.8652,799.91
0.8653,799.91
0.8654,799.91
0.8655,799.91
0.8656,799.91
0.8657,799.91
0.8658,799.91
0.8659,799.91
0.866,799.91
0.8661,799.91
0.8662,799.91
0.8663,799.91
0.8664,799.91
0.8665,799.91
0.8666,799.91
0.8667,799.92
0.8668,799.92
0.8669,799.92
0.867,799.92
0.8671,799.92
0.8672,799.92
0.8673,799.92
0.8674,799.92
0.8675,799.92
0.8676,799.92
0.8677,799.92
0.8678,799.92
0.8679,799.92
0.868,799.92
0.8681,799.92
0.8682,799.92
0.8683,799.92
0.8684,799.92
0.8685,799.92
0.8686,799.92
0.8687,799.92
0.8688,799.92
0.8689,799.92
0.869,799.92
0.8691,799.92
0.8692,799.92
0.8693,799.93
0.8694,799.93
0.8695,799.93
0.8696,799.93
0.8697,799.93
0.8698,799.93
