time,c1,c2,c3,c4,c5,c6
0,8.8e-07,8.8e-07,8.8e-07,8.8e-07,8.8e-07,8.8e-07
3.1554e-30,8.8e-07,8.8e-07,8.8e-07,8.8e-07,8.8e-07,8.8e-07
3.4253e-11,3.1023e-05,3.6342e-05,0.00020183,3.1023e-05,3.6342e-05,2.5999e-05
2.0552e-10,0.00018174,0.00021365,0.0012066,0.00018174,0.00021365,0.00015159
1.0618e-09,0.0009353,0.0011002,0.0062303,0.0009353,0.0011002,0.00077956
5.3435e-09,0.0047031,0.0055329,0.031349,0.0047031,0.0055329,0.0039194
2.6752e-08,0.023542,0.027696,0.15693,0.023542,0.027696,0.019618
1.3379e-07,0.11772,0.1385,0.78457,0.11773,0.13851,0.098109
6.69e-07,0.58837,0.69228,3.9143,0.58839,0.69235,0.49045
3.345e-06,2.9341,3.4536,19.146,2.9346,3.4554,2.4488
1.106e-05,9.6054,11.308,54.546,9.6107,11.328,8.0506
1.9766e-05,16.907,19.876,75.926,16.923,19.939,14.254
2.8472e-05,23.888,28.003,84.474,23.922,28.13,20.283
3.8174e-05,31.21,36.411,87.668,31.269,36.63,26.739
4.9406e-05,38.998,45.171,88.64,39.091,45.513,33.798
6.3249e-05,47.496,54.433,88.808,47.637,54.94,41.801
8.1057e-05,56.616,63.915,88.71,56.822,64.633,50.866
0.0001051,65.934,72.937,88.507,66.225,73.907,60.878
0.00013748,74.095,80.052,88.209,74.482,81.282,70.678
0.00016396,78.108,83.142,87.98,78.558,84.527,76.137
0.00019044,80.557,84.807,87.751,81.057,86.313,79.878
0.00021843,82.053,85.672,87.499,82.598,87.282,82.485
0.00024631,82.852,86.021,87.248,83.434,87.721,84.126
0.00027254,83.217,86.093,87.025,83.831,87.868,85.078
0.00029762,83.352,86.03,86.82,83.993,87.873,85.623
0.00032344,83.353,85.89,86.603,84.021,87.799,85.932
0.00035119,83.26,85.692,86.358,83.955,87.67,86.071
0.00037982,83.102,85.46,86.098,83.824,87.506,86.078
0.00040709,82.917,85.226,85.86,83.664,87.335,86
0.00043246,82.727,85.002,85.655,83.497,87.168,85.88
0.00045767,82.528,84.777,85.45,83.32,86.998,85.73
0.00048474,82.308,84.535,85.218,83.122,86.813,85.547
0.00051371,82.068,84.276,84.959,82.906,86.613,85.334
0.00054221,81.83,84.022,84.703,82.691,86.415,85.115
0.00056838,81.611,83.79,84.489,82.492,86.234,84.908
0.00059326,81.402,83.57,84.295,82.302,86.061,84.708
0.00061939,81.183,83.34,84.079,82.102,85.879,84.497
0.00064809,80.943,83.089,83.829,81.883,85.679,84.264
0.00067767,80.697,82.832,83.562,81.657,85.473,84.023
0.00070514,80.469,82.595,83.329,81.447,85.282,83.8
0.00073021,80.261,82.38,83.138,81.256,85.107,83.597
0.00075539,80.054,82.164,82.94,81.064,84.932,83.393
0.00078322,79.825,81.927,82.707,80.853,84.738,83.169
0.00081336,79.579,81.672,82.439,80.625,84.529,82.927
0.00084245,79.342,81.427,82.181,80.405,84.326,82.694
0.00086839,79.131,81.21,81.984,80.209,84.146,82.488
0.00089296,78.932,81.005,81.801,80.024,83.975,82.293
0.00091948,78.719,80.785,81.588,79.825,83.791,82.083
0.00094937,78.479,80.538,81.333,79.601,83.583,81.848
0.00097997,78.234,80.286,81.057,79.372,83.371,81.608
0.0010075,78.015,80.061,80.835,79.166,83.18,81.394
0.0010321,77.82,79.86,80.663,78.983,83.01,81.202
0.0010573,77.622,79.656,80.472,78.796,82.835,81.008
0.001086,77.395,79.424,80.237,78.583,82.636,80.786
0.0011175,77.149,79.17,79.96,78.35,82.419,80.544
0.0011471,76.918,78.933,79.702,78.132,82.214,80.317
0.0011727,76.719,78.73,79.525,77.944,82.038,80.123
0.0011968,76.532,78.538,79.356,77.767,81.871,79.939
0.0012239,76.323,78.324,79.146,77.569,81.684,79.734
0.0012551,76.083,78.078,78.884,77.341,81.469,79.499
0.0012868,75.841,77.829,78.599,77.11,81.251,79.261
0.0013142,75.632,77.615,78.392,76.911,81.063,79.056
0.0013382,75.449,77.428,78.24,76.737,80.898,78.876
0.0013634,75.259,77.233,78.056,76.555,80.725,78.689
0.0013933,75.034,77.003,77.819,76.34,80.521,78.468
0.0014262,74.786,76.75,77.532,76.103,80.295,78.225
0.0014562,74.562,76.52,77.274,75.888,80.09,78.004
0.0014812,74.375,76.329,77.123,75.709,79.919,77.821
0.001505,74.199,76.148,76.966,75.539,79.757,77.648
0.0015327,73.994,75.939,76.758,75.343,79.569,77.446
0.0015654,73.753,75.692,76.49,75.11,79.346,77.209
0.0015981,73.513,75.447,76.194,74.879,79.124,76.973
0.0016253,73.314,75.243,76.007,74.687,78.939,76.777
0.0016487,73.144,75.069,75.874,74.522,78.78,76.608
0.001674,72.96,74.881,75.696,74.345,78.609,76.428
0.001705,72.736,74.652,75.458,74.128,78.4,76.207
0.0017393,72.489,74.399,75.16,73.889,78.168,75.962
0.0017697,72.271,74.176,74.904,73.677,77.963,75.747
0.0017942,72.096,73.996,74.779,73.507,77.798,75.574
0.0018177,71.928,73.825,74.633,73.345,77.641,75.409
0.0018459,71.728,73.62,74.427,73.15,77.451,75.211
0.00188,71.487,73.373,74.154,72.915,77.222,74.972
0.0019136,71.25,73.131,73.848,72.685,76.998,74.738
0.0019407,71.06,72.937,73.682,72.5,76.817,74.55
0.0019636,70.9,72.773,73.565,72.343,76.664,74.391
0.001989,70.723,72.591,73.393,72.17,76.495,74.215
0.002021,70.501,72.364,73.156,71.953,76.282,73.995
0.0020566,70.254,72.112,72.85,71.713,76.046,73.751
0.0020807,70.088,71.942,72.723,71.55,75.886,73.585
0.0021049,69.922,71.772,72.569,71.387,75.726,73.42
0.0021358,69.71,71.555,72.346,71.18,75.522,73.21
0.0021722,69.462,71.302,72.045,70.937,75.282,72.963
0.0021971,69.293,71.128,71.905,70.771,75.118,72.795
0.002222,69.124,70.956,71.746,70.605,74.954,72.627
0.0022533,68.914,70.74,71.523,70.398,74.75,72.417
0.0022892,68.673,70.493,71.23,70.161,74.515,72.177
0.0023143,68.504,70.321,71.091,69.995,74.351,72.009
0.0023394,68.337,70.149,70.933,69.83,74.187,71.842
0.0023706,68.129,69.937,70.714,69.626,73.984,71.634
0.0024064,67.892,69.694,70.427,69.392,73.751,71.397
0.0024319,67.724,69.522,70.287,69.226,73.586,71.23
0.0024573,67.557,69.351,70.128,69.061,73.422,71.063
0.0024886,67.352,69.141,69.911,68.858,73.219,70.857
0.0025243,67.119,68.902,69.631,68.628,72.989,70.624
0.00255,66.952,68.731,69.49,68.463,72.824,70.457
0.0025756,66.785,68.561,69.332,68.298,72.659,70.29
0.002607,66.582,68.353,69.117,68.097,72.458,70.086
0.0026427,66.353,68.118,68.842,67.87,72.23,69.856
0.0026749,66.146,67.906,68.586,67.665,72.024,69.648
0.0027008,65.981,67.736,68.468,67.501,71.859,69.482
0.0027249,65.827,67.58,68.341,67.349,71.706,69.328
0.0027534,65.646,67.394,68.158,67.169,71.526,69.146
0.0027883,65.426,67.168,67.91,66.95,71.304,68.924
0.0028237,65.203,66.94,67.617,66.728,71.081,68.699
0.0028525,65.022,66.754,67.446,66.548,70.899,68.517
0.0028764,64.872,66.601,67.346,66.399,70.749,68.366
0.0029021,64.712,66.437,67.195,66.24,70.588,68.205
0.0029344,64.511,66.231,66.981,66.04,70.385,68.002
0.0029714,64.282,65.997,66.699,65.812,70.154,67.771
0.0029969,64.125,65.835,66.573,65.655,69.995,67.612
0.0030225,63.967,65.674,66.426,65.498,69.836,67.453
0.0030545,63.771,65.473,66.218,65.302,69.637,67.254
0.0030916,63.544,65.241,65.941,65.076,69.407,67.025
0.0031175,63.387,65.079,65.812,64.918,69.247,66.866
0.0031435,63.229,64.918,65.664,64.761,69.087,66.706
0.0031757,63.034,64.718,65.458,64.566,68.889,66.509
0.0032126,62.812,64.491,65.187,64.344,68.662,66.284
0.0032387,62.655,64.33,65.057,64.187,68.502,66.124
0.0032649,62.499,64.169,64.91,64.03,68.342,65.966
0.0032972,62.306,63.972,64.706,63.838,68.145,65.77
0.003334,62.088,63.748,64.44,63.619,67.921,65.548
0.0033604,61.931,63.588,64.31,63.462,67.761,65.389
0.0033868,61.776,63.428,64.164,63.306,67.601,65.231
0.0034192,61.585,63.233,63.962,63.115,67.406,65.037
0.003456,61.37,63.013,63.701,62.899,67.184,64.818
0.0034892,61.176,62.814,63.458,62.704,66.985,64.621
0.0035158,61.021,62.655,63.351,62.549,66.825,64.463
0.0035406,60.878,62.508,63.234,62.405,66.677,64.316
0.0035699,60.708,62.334,63.062,62.234,66.502,64.144
0.0036059,60.501,62.122,62.828,62.026,66.287,63.932
0.0036424,60.292,61.907,62.549,61.816,66.071,63.719
0.003672,60.122,61.734,62.39,61.645,65.895,63.546
0.0036966,59.982,61.59,62.3,61.504,65.75,63.402
0.003723,59.832,61.436,62.159,61.353,65.594,63.249
0.0037563,59.644,61.243,61.958,61.164,65.399,63.056
0.0037944,59.429,61.023,61.69,60.947,65.175,62.836
0.0038207,59.281,60.872,61.575,60.799,65.022,62.685
0.0038469,59.134,60.721,61.438,60.65,64.868,62.535
0.00388,58.95,60.532,61.243,60.465,64.676,62.346
0.0039182,58.737,60.314,60.98,60.25,64.454,62.128
0.0039448,58.589,60.162,60.861,60.101,64.3,61.976
0.0039715,58.442,60.011,60.723,59.952,64.146,61.825
0.0040047,58.259,59.824,60.529,59.768,63.954,61.637
0.0040427,58.05,59.61,60.272,59.558,63.736,61.423
0.0040696,57.903,59.459,60.153,59.409,63.582,61.272
0.0040964,57.757,59.309,60.016,59.261,63.428,61.122
0.0041297,57.576,59.124,59.824,59.079,63.239,60.936
0.0041676,57.371,58.913,59.571,58.871,63.023,60.725
0.0041947,57.225,58.763,59.452,58.723,62.869,60.574
0.0042219,57.079,58.614,59.315,58.576,62.715,60.424
0.0042552,56.9,58.431,59.125,58.395,62.527,60.24
0.0042931,56.698,58.223,58.877,58.19,62.314,60.032
0.0043204,56.552,58.074,58.757,58.043,62.161,59.882
0.0043477,56.407,57.925,58.621,57.896,62.008,59.732
0.0043811,56.231,57.744,58.434,57.718,61.821,59.55
0.004419,56.031,57.54,58.189,57.516,61.61,59.344
0.0044533,55.851,57.355,57.962,57.333,61.42,59.158
0.0044808,55.707,57.207,57.865,57.187,61.267,59.01
0.0045065,55.574,57.07,57.757,57.052,61.126,58.872
0.0045368,55.416,56.909,57.598,56.892,60.959,58.709
0.0045739,55.224,56.712,57.379,56.697,60.755,58.51
0.0046115,55.03,56.513,57.116,56.501,60.549,58.309
0.0046421,54.873,56.351,56.969,56.341,60.382,58.147
0.0046675,54.742,56.218,56.889,56.209,60.243,58.012
0.0046948,54.603,56.075,56.758,56.067,60.095,57.867
0.0047292,54.428,55.895,56.571,55.89,59.908,57.686
0.0047684,54.229,55.691,56.318,55.687,59.696,57.479
0.0047955,54.092,55.55,56.214,55.548,59.55,57.337
0.0048226,53.955,55.41,56.088,55.409,59.404,57.196
0.0048567,53.784,55.234,55.906,55.235,59.222,57.018
0.0048961,53.586,55.032,55.658,55.035,59.011,56.813
0.0049236,53.449,54.891,55.55,54.895,58.864,56.671
0.0049511,53.312,54.751,55.423,54.756,58.718,56.529
0.0049854,53.143,54.577,55.243,54.584,58.537,56.352
0.0050246,52.949,54.378,55,54.387,58.329,56.151
0.0050523,52.812,54.238,54.892,54.248,58.183,56.009
0.00508,52.676,54.099,54.766,54.11,58.038,55.868
0.0051143,52.509,53.927,54.587,53.939,57.858,55.694
0.0051535,52.318,53.731,54.348,53.745,57.653,55.495
0.0051814,52.182,53.592,54.24,53.607,57.508,55.354
0.0052094,52.047,53.453,54.114,53.469,57.362,55.213
0.0052437,51.881,53.283,53.937,53.3,57.184,55.04
0.0052829,51.693,53.09,53.703,53.109,56.982,54.844
0.005311,51.558,52.951,53.594,52.971,56.837,54.704
0.0053391,51.424,52.813,53.469,52.834,56.693,54.564
0.0053736,51.26,52.645,53.294,52.667,56.516,54.393
0.0054127,51.074,52.455,53.063,52.478,56.316,54.199
0.0054481,50.907,52.283,52.848,52.308,56.136,54.025
0.0054764,50.774,52.146,52.763,52.172,55.993,53.885
0.0055028,50.65,52.019,52.666,52.046,55.859,53.756
0.005534,50.504,51.869,52.517,51.897,55.701,53.604
0.0055723,50.325,51.686,52.313,51.714,55.509,53.417
0.0056111,50.145,51.501,52.062,51.53,55.314,53.229
0.0056426,49.999,51.351,51.927,51.382,55.156,53.076
0.0056688,49.878,51.228,51.858,51.258,55.026,52.95
0.0056969,49.749,51.095,51.737,51.127,54.886,52.815
0.0057323,49.587,50.928,51.563,50.961,54.71,52.645
0.0057728,49.402,50.738,51.324,50.772,54.51,52.451
0.0058007,49.275,50.608,51.231,50.642,54.373,52.318
0.0058286,49.148,50.478,51.115,50.513,54.235,52.186
0.0058637,48.989,50.315,50.945,50.35,54.063,52.019
0.0059044,48.806,50.126,50.711,50.163,53.864,51.827
0.0059326,48.679,49.996,50.613,50.033,53.727,51.694
0.0059609,48.552,49.866,50.497,49.904,53.589,51.561
0.0059962,48.394,49.704,50.328,49.743,53.418,51.396
0.0060367,48.214,49.52,50.099,49.559,53.223,51.208
0.0060652,48.088,49.39,50.001,49.43,53.086,51.075
0.0060936,47.962,49.261,49.886,49.301,52.949,50.943
0.006129,47.807,49.101,49.719,49.142,52.78,50.78
0.0061694,47.629,48.919,49.493,48.961,52.587,50.594
0.0061981,47.504,48.79,49.396,48.832,52.45,50.462
0.0062268,47.378,48.662,49.28,48.704,52.314,50.331
0.0062622,47.225,48.504,49.115,48.547,52.147,50.169
0.0063026,47.05,48.324,48.894,48.368,51.957,49.985
0.0063315,46.925,48.196,48.796,48.241,51.821,49.854
0.0063604,46.801,48.068,48.681,48.113,51.685,49.724
0.0063959,46.649,47.912,48.518,47.958,51.519,49.564
0.0064363,46.476,47.735,48.3,47.781,51.332,49.382
0.0064654,46.352,47.608,48.202,47.655,51.196,49.252
0.0064945,46.229,47.481,48.088,47.528,51.062,49.122
0.0065301,46.078,47.327,47.927,47.374,50.898,48.964
0.0065704,45.908,47.152,47.711,47.2,50.712,48.785
0.0066069,45.755,46.995,47.511,47.043,50.545,48.624
0.0066362,45.632,46.869,47.436,46.918,50.411,48.495
0.0066635,45.519,46.752,47.349,46.801,50.287,48.375
0.0066957,45.384,46.614,47.213,46.664,50.14,48.234
0.0067353,45.221,46.446,47.023,46.496,49.961,48.061
0.0067753,45.055,46.276,46.788,46.327,49.78,47.887
0.0068078,44.922,46.139,46.665,46.19,49.634,47.746
0.0068348,44.811,46.025,46.605,46.076,49.513,47.63
0.0068638,44.692,45.903,46.496,45.954,49.383,47.504
0.0069004,44.543,45.75,46.335,45.802,49.22,47.347
0.0069422,44.373,45.576,46.111,45.628,49.034,47.168
0.006971,44.257,45.456,46.029,45.508,48.907,47.046
0.0069998,44.141,45.337,45.924,45.389,48.78,46.923
0.007036,43.995,45.188,45.767,45.24,48.62,46.769
0.007078,43.827,45.015,45.548,45.067,48.435,46.592
0.0071072,43.71,44.895,45.462,44.948,48.308,46.469
0.0071363,43.594,44.776,45.356,44.829,48.181,46.346
0.0071728,43.45,44.628,45.2,44.681,48.022,46.194
0.0072146,43.284,44.458,44.986,44.511,47.841,46.019
0.0072439,43.169,44.339,44.9,44.393,47.714,45.897
0.0072733,43.054,44.221,44.795,44.275,47.588,45.776
0.0073097,42.911,44.074,44.641,44.128,47.431,45.625
0.0073515,42.748,43.907,44.43,43.961,47.252,45.453
0.0073811,42.633,43.789,44.343,43.843,47.126,45.332
0.0074106,42.519,43.671,44.239,43.726,47,45.211
0.0074472,42.378,43.526,44.087,43.581,46.845,45.061
0.0074889,42.217,43.361,43.879,43.416,46.669,44.892
0.0075187,42.103,43.244,43.793,43.299,46.544,44.771
0.0075484,41.989,43.127,43.689,43.183,46.419,44.651
0.0075851,41.85,42.984,43.538,43.04,46.265,44.503
0.0076268,41.691,42.821,43.334,42.877,46.091,44.336
0.0076567,41.578,42.705,43.247,42.761,45.967,44.216
0.0076867,41.465,42.589,43.144,42.645,45.843,44.097
0.0077234,41.327,42.448,42.996,42.503,45.691,43.951
0.0077651,41.171,42.287,42.794,42.343,45.519,43.785
0.0077952,41.059,42.172,42.708,42.228,45.395,43.667
0.0078253,40.947,42.057,42.606,42.113,45.272,43.548
0.0078621,40.81,41.916,42.458,41.973,45.122,43.404
0.0079039,40.656,41.758,42.259,41.814,44.952,43.24
0.0079416,40.517,41.615,42.073,41.672,44.799,43.093
0.0079719,40.406,41.501,42.011,41.558,44.677,42.976
0.008,40.303,41.396,41.934,41.452,44.564,42.867
0.0080334,40.182,41.271,41.811,41.327,44.43,42.738
0.0080743,40.033,41.118,41.636,41.175,44.266,42.58
0.0081157,39.884,40.964,41.417,41.021,44.101,42.422
0.0081493,39.762,40.84,41.308,40.896,43.967,42.294
0.0081772,39.662,40.737,41.258,40.793,43.857,42.187
0.0082072,39.555,40.626,41.16,40.683,43.738,42.073
0.008245,39.42,40.487,41.013,40.544,43.589,41.93
0.0082883,39.266,40.329,40.806,40.386,43.42,41.767
0.008318,39.16,40.221,40.735,40.278,43.304,41.655
0.0083476,39.055,40.113,40.641,40.17,43.188,41.544
0.0083851,38.923,39.978,40.499,40.034,43.042,41.404
0.0084286,38.771,39.821,40.295,39.878,42.874,41.242
0.0084587,38.666,39.713,40.221,39.769,42.758,41.131
0.0084888,38.561,39.605,40.126,39.662,42.642,41.019
0.0085264,38.43,39.47,39.985,39.527,42.497,40.881
0.0085697,38.28,39.316,39.785,39.373,42.332,40.722
0.0086,38.176,39.209,39.711,39.266,42.217,40.611
0.0086302,38.071,39.102,39.617,39.159,42.102,40.5
0.0086679,37.942,38.969,39.478,39.026,41.959,40.363
0.0087111,37.795,38.818,39.281,38.874,41.796,40.206
0.0087416,37.691,38.711,39.207,38.768,41.681,40.096
0.0087721,37.587,38.605,39.114,38.661,41.567,39.987
0.0088099,37.46,38.474,38.975,38.53,41.426,39.851
0.0088531,37.314,38.324,38.782,38.38,41.265,39.696
0.0088837,37.211,38.218,38.708,38.275,41.152,39.587
0.0089144,37.109,38.113,38.616,38.169,41.038,39.478
0.0089522,36.982,37.983,38.479,38.039,40.899,39.344
0.0089954,36.839,37.836,38.289,37.892,40.74,39.192
0.0090262,36.737,37.731,38.214,37.787,40.627,39.083
0.009057,36.635,37.626,38.123,37.682,40.515,38.975
0.009095,36.51,37.498,37.987,37.554,40.377,38.843
0.0091382,36.369,37.352,37.8,37.408,40.22,38.692
0.0091691,36.267,37.248,37.726,37.304,40.108,38.585
0.0092001,36.166,37.145,37.635,37.2,39.996,38.477
0.0092381,36.043,37.018,37.501,37.073,39.86,38.346
0.0092814,35.903,36.874,37.316,36.93,39.705,38.198
0.0093125,35.803,36.771,37.243,36.826,39.594,38.091
0.0093436,35.703,36.668,37.153,36.723,39.484,37.985
0.0093818,35.581,36.543,37.02,36.598,39.349,37.855
0.009425,35.443,36.401,36.838,36.456,39.196,37.708
0.0094641,35.319,36.273,36.666,36.328,39.059,37.576
0.0094954,35.22,36.171,36.616,36.226,38.949,37.471
0.0095245,35.128,36.077,36.551,36.132,38.847,37.373
0.009559,35.019,35.965,36.441,36.02,38.727,37.258
0.0096013,34.886,35.829,36.283,35.884,38.58,37.117
0.0096442,34.752,35.691,36.079,35.746,38.432,36.974
0.0096789,34.644,35.58,35.983,35.635,38.312,36.859
0.0097077,34.555,35.488,35.946,35.543,38.213,36.764
0.0097387,34.459,35.39,35.859,35.444,38.107,36.662
0.0097779,34.338,35.266,35.727,35.32,37.973,36.534
0.0098227,34.201,35.124,35.536,35.178,37.821,36.388
0.0098533,34.107,35.028,35.478,35.082,37.717,36.288
0.009884,34.013,34.932,35.396,34.985,37.613,36.188
0.0099228,33.895,34.81,35.268,34.864,37.483,36.063
0.0099678,33.759,34.67,35.08,34.724,37.332,35.918
0.0099988,33.665,34.574,35.018,34.627,37.228,35.818
0.01003,33.572,34.478,34.936,34.531,37.124,35.718
0.010069,33.455,34.358,34.808,34.411,36.995,35.594
0.010114,33.321,34.22,34.625,34.273,36.846,35.452
0.010145,33.228,34.124,34.563,34.177,36.744,35.353
0.010176,33.135,34.029,34.481,34.082,36.641,35.254
0.010215,33.02,33.911,34.355,33.963,36.513,35.131
0.01026,32.888,33.775,34.175,33.827,36.367,34.991
0.010291,32.796,33.68,34.113,33.733,36.265,34.893
0.010323,32.704,33.586,34.031,33.638,36.163,34.795
0.010362,32.59,33.468,33.907,33.521,36.036,34.673
0.010406,32.46,33.335,33.729,33.387,35.892,34.535
0.010438,32.368,33.241,33.667,33.293,35.791,34.438
0.01047,32.277,33.147,33.587,33.199,35.69,34.341
0.010509,32.164,33.031,33.464,33.083,35.565,34.221
0.010554,32.036,32.899,33.289,32.951,35.423,34.084
0.010585,31.945,32.806,33.227,32.857,35.322,33.988
0.010617,31.855,32.713,33.147,32.764,35.222,33.891
0.010656,31.744,32.599,33.026,32.65,35.099,33.773
0.010701,31.617,32.469,32.853,32.52,34.958,33.638
0.010733,31.527,32.376,32.792,32.427,34.859,33.542
0.010765,31.438,32.284,32.712,32.335,34.759,33.447
0.010804,31.328,32.171,32.592,32.222,34.637,33.33
0.010849,31.203,32.043,32.422,32.093,34.499,33.197
0.010881,31.114,31.951,32.361,32.002,34.4,33.102
0.010913,31.025,31.86,32.283,31.91,34.302,33.007
0.010952,30.916,31.748,32.164,31.798,34.181,32.892
0.010997,30.793,31.622,31.996,31.671,34.045,32.76
0.011029,30.705,31.531,31.935,31.581,33.947,32.667
0.011061,30.617,31.441,31.857,31.49,33.849,32.573
0.011101,30.509,31.33,31.74,31.38,33.73,32.458
0.011146,30.388,31.205,31.574,31.254,33.595,32.329
0.011178,30.3,31.115,31.514,31.164,33.498,32.236
0.01121,30.213,31.026,31.437,31.075,33.402,32.143
0.01125,30.107,30.917,31.321,30.965,33.284,32.03
0.011295,29.987,30.793,31.157,30.842,33.151,31.902
0.011327,29.901,30.704,31.097,30.753,33.055,31.81
0.01136,29.814,30.616,31.021,30.664,32.959,31.718
0.011399,29.709,30.508,30.907,30.556,32.843,31.606
0.011444,29.591,30.386,30.744,30.434,32.711,31.48
0.011485,29.484,30.276,30.591,30.324,32.593,31.366
0.011517,29.399,30.188,30.555,30.236,32.498,31.275
0.011548,29.32,30.107,30.503,30.155,32.411,31.191
0.011584,29.226,30.011,30.409,30.059,32.307,31.091
0.011628,29.112,29.894,30.27,29.941,32.18,30.97
0.011672,28.997,29.775,30.085,29.822,32.053,30.847
0.011708,28.904,29.68,30.006,29.727,31.95,30.748
0.011738,28.827,29.601,29.981,29.648,31.864,30.666
0.011771,28.745,29.516,29.909,29.563,31.773,30.578
0.011811,28.641,29.409,29.794,29.456,31.658,30.468
0.011858,28.523,29.288,29.623,29.334,31.527,30.342
0.01189,28.442,29.205,29.578,29.251,31.437,30.256
0.011921,28.362,29.123,29.51,29.169,31.348,30.171
0.011962,28.26,29.018,29.399,29.064,31.236,30.063
0.012009,28.143,28.898,29.231,28.944,31.106,29.937
0.012041,28.063,28.815,29.183,28.861,31.016,29.852
0.012073,27.983,28.733,29.115,28.778,30.928,29.767
0.012113,27.882,28.63,29.004,28.675,30.816,29.66
0.01216,27.767,28.511,28.84,28.556,30.688,29.537
0.012193,27.687,28.43,28.792,28.475,30.6,29.452
0.012225,27.608,28.348,28.724,28.393,30.512,29.367
0.012265,27.509,28.246,28.616,28.291,30.402,29.262
0.012312,27.395,28.129,28.453,28.174,30.276,29.141
0.012345,27.317,28.048,28.406,28.093,30.189,29.057
0.012377,27.238,27.967,28.338,28.012,30.101,28.973
0.012418,27.14,27.867,28.231,27.911,29.993,28.869
0.012464,27.028,27.752,28.071,27.796,29.869,28.749
0.012497,26.95,27.672,28.024,27.715,29.782,28.666
0.01253,26.872,27.591,27.957,27.635,29.696,28.583
0.01257,26.775,27.492,27.851,27.536,29.588,28.48
0.012617,26.665,27.379,27.693,27.422,29.466,28.362
0.01265,26.588,27.299,27.646,27.342,29.38,28.28
0.012683,26.51,27.22,27.58,27.263,29.294,28.198
0.012723,26.415,27.122,27.475,27.164,29.189,28.096
0.01277,26.306,27.01,27.32,27.053,29.068,27.98
0.012803,26.229,26.931,27.273,26.974,28.983,27.898
0.012836,26.153,26.852,27.208,26.895,28.898,27.817
0.012877,26.059,26.755,27.104,26.798,28.793,27.716
0.012923,25.951,26.645,26.951,26.687,28.674,27.602
0.012956,25.875,26.567,26.904,26.609,28.59,27.521
0.012989,25.8,26.489,26.839,26.531,28.506,27.44
0.01303,25.707,26.394,26.737,26.435,28.403,27.341
0.013077,25.601,26.285,26.586,26.326,28.285,27.228
0.01311,25.525,26.207,26.539,26.249,28.202,27.148
0.013143,25.451,26.13,26.476,26.172,28.119,27.068
0.013184,25.359,26.036,26.374,26.077,28.017,26.97
0.013231,25.254,25.928,26.225,25.969,27.901,26.859
0.013264,25.18,25.852,26.179,25.893,27.818,26.779
0.013298,25.106,25.776,26.116,25.817,27.736,26.7
0.013339,25.015,25.682,26.016,25.723,27.635,26.603
0.013386,24.911,25.576,25.868,25.617,27.521,26.494
0.013419,24.838,25.501,25.823,25.541,27.439,26.415
0.013452,24.765,25.425,25.761,25.466,27.358,26.337
0.013494,24.675,25.333,25.662,25.373,27.258,26.241
0.01354,24.573,25.228,25.515,25.268,27.145,26.133
0.013574,24.5,25.154,25.471,25.193,27.065,26.055
0.013607,24.428,25.079,25.41,25.119,26.984,25.978
0.013649,24.339,24.988,25.312,25.027,26.886,25.883
0.013696,24.238,24.884,25.167,24.924,26.774,25.776
0.013729,24.166,24.81,25.123,24.85,26.694,25.699
0.013763,24.095,24.737,25.063,24.776,26.615,25.623
0.013804,24.007,24.647,24.966,24.685,26.517,25.529
0.013851,23.908,24.545,24.822,24.583,26.407,25.424
0.013885,23.836,24.471,24.779,24.51,26.328,25.348
0.013919,23.765,24.399,24.72,24.437,26.25,25.272
0.01396,23.679,24.309,24.624,24.348,26.154,25.18
0.014007,23.581,24.209,24.482,24.247,26.045,25.075
0.014041,23.51,24.136,24.44,24.174,25.967,25
0.014075,23.44,24.064,24.381,24.102,25.889,24.926
0.014116,23.355,23.976,24.286,24.014,25.794,24.834
0.014163,23.258,23.877,24.146,23.914,25.687,24.731
0.014197,23.188,23.805,24.104,23.843,25.61,24.657
0.014231,23.119,23.734,24.046,23.771,25.533,24.583
0.014273,23.034,23.647,23.952,23.684,25.439,24.493
0.01432,22.939,23.549,23.813,23.586,25.333,24.391
0.014354,22.87,23.478,23.772,23.515,25.257,24.318
0.014388,22.801,23.408,23.715,23.445,25.181,24.245
0.01443,22.718,23.322,23.622,23.358,25.088,24.156
0.014477,22.623,23.225,23.485,23.261,24.983,24.055
0.014511,22.555,23.155,23.445,23.191,24.908,23.983
0.014545,22.488,23.085,23.388,23.122,24.833,23.91
0.014587,22.405,23,23.297,23.037,24.741,23.822
0.014634,22.312,22.905,23.16,22.94,24.638,23.723
0.014669,22.245,22.836,23.121,22.871,24.563,23.651
0.014703,22.178,22.767,23.065,22.802,24.489,23.58
0.014745,22.096,22.683,22.975,22.718,24.399,23.493
0.014792,22.004,22.588,22.839,22.624,24.296,23.395
0.014826,21.937,22.52,22.801,22.555,24.223,23.324
0.014861,21.871,22.452,22.746,22.487,24.149,23.254
0.014902,21.791,22.369,22.657,22.404,24.06,23.168
0.01495,21.7,22.276,22.522,22.31,23.959,23.071
0.014984,21.634,22.208,22.485,22.243,23.886,23.001
0.015019,21.569,22.141,22.431,22.176,23.814,22.931
0.015061,21.489,22.059,22.342,22.094,23.726,22.846
0.015108,21.399,21.967,22.209,22.001,23.626,22.75
0.015143,21.334,21.9,22.173,21.934,23.554,22.681
0.015177,21.27,21.834,22.119,21.868,23.483,22.613
0.015219,21.191,21.753,22.032,21.787,23.395,22.529
